,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
2491,Vista Theatre,96,A,4.5,729,NA,Cinema
2492,Vegi Wokery,82,B,4.0,363,$,Chinese
2493,The Grilled Cheese Truck,98,A,3.5,1556,$,Food Trucks
2494,The Coffee Bean & Tea Leaf,90,A,3.0,69,$,Coffee & Tea
2496,Tapioca Express,94,A,3.5,166,$,Coffee & Tea
2499,Gus Jr,91,A,2.5,70,$,American (New)
2500,Napa Rose,96,A,4.5,1498,$$$$,American (Traditional)
2501,Which Wich? Superior Sandwiches,96,A,3.5,348,$,Sandwiches
2502,Viva,92,A,3.5,166,$$,Mexican
2504,Design Cafe Dabang,94,A,4.5,156,$$,Coffee & Tea
2506,Next Door Lounge,90,A,4.0,989,$$,Lounges
2507,American Rag Cie,90,A,3.0,187,$$$,Women's Clothing
2508,Alberto's Mexican Food,91,A,2.0,136,$,Mexican
2509,Culichi Town - Bell,94,A,3.0,646,$$,Sushi Bars
2510,Utro's Cafe,90,A,3.5,92,$$,Seafood
2511,Lupita's Bakery,96,A,3.5,97,$$,Bakeries
2512,Kagura El Segundo,90,A,4.0,223,$$,Japanese
2513,The Coffee Bean & Tea Leaf,95,A,3.5,130,$,Coffee & Tea
2514,Gardena Cinema,80,B,4.0,44,NA,Cinema
2515,Ensenada Kitchen,97,A,3.5,56,$,Mexican
2516,Aroma Coffee & Tea,92,A,4.0,2648,$$,Coffee & Tea
2517,Maggie's Pub,97,A,3.0,226,$$,British
2518,A Cut Above Butcher Shop,96,A,4.5,269,$$,Butcher
2519,Bianchi Theatres,96,A,3.0,84,NA,Cinema
2520,Samosa House East,94,A,4.0,710,$,Vegetarian
2522,Carnitas Michoacan,98,A,4.0,1135,$,Mexican
2523,Document Coffee Bar,94,A,4.5,466,$,Coffee & Tea
2524,Midori Sushi,97,A,3.5,842,$$,Japanese
2525,Temakitto,90,A,4.5,377,$$,Asian Fusion
2526,Delice Bakery,91,A,3.0,129,$$,Bakeries
2527,Juan's Rotisserie Chicken,97,A,4.0,63,$,Chicken Shop
2528,Surf Food Stand,75,C,3.5,113,$$,Breakfast & Brunch
2530,CiaoCristina!,94,A,4.0,543,$$,Italian
2532,Tony's Barbecue and Bibingkinitan,93,A,4.5,61,$,Fast Food
2534,Jersey Mike's Subs,92,A,3.5,150,$,Sandwiches
2537,Chengdu Lao Zao Hotpot,97,A,3.5,191,$$$,Szechuan
2538,Matsuhisa,92,A,4.0,930,$$$$,Sushi Bars
2539,Nothing Bundt Cakes,99,A,4.0,273,$$,Bakeries
2540,Cha Chaa,91,A,4.5,51,$,Thai
2541,California Bakery & Cafe,98,A,4.0,138,$,Bakeries
2545,Shin-Sen-Gumi Yakitori -Gardena,92,A,4.5,1097,$$,Japanese
2546,Original Farmers Market,93,A,4.0,1284,$$,Farmers Market
2547,Casa Nuova,96,A,3.5,149,$$,Pizza
2549,208 Rodeo Restaurant,95,A,3.5,545,$$$,American (New)
2550,Stamp Proper Foods,98,A,4.0,249,$$,Gluten-Free
2551,Greco's New York Pizzeria,96,A,3.5,108,$,Pizza
2552,Viva La Fiesta,96,A,4.5,72,$$,Mexican
2553,Birrieria La Barca Jalisco Restaurant,95,A,3.5,236,$$,Mexican
2554,Cos&Pi,99,A,4.5,544,$$,Breakfast & Brunch
2555,Tampopo Restaurant,91,A,4.0,193,$$,Sushi Bars
2556,Shakey's Pizza Parlor,98,A,3.0,151,$$,Pizza
2557,JNJ Burger  & BBQ,90,A,4.0,437,$,Barbeque
2558,The Buffalo Spot,100,A,3.0,46,$$,Chicken Wings
2560,The Habit Burger Grill,93,A,4.0,599,$,Burgers
2561,Superior Donuts,96,A,4.0,73,$,Donuts
2563,Domino's Pizza,96,A,2.0,63,$,Pizza
2565,Street Party,95,A,3.5,74,$$,Chinese
2566,Las Glorias Del Buen Comer,98,A,4.0,199,$,Mexican
2569,Boiling Point,92,A,4.0,575,$$,Taiwanese
2572,Marino Restaurant,94,A,4.5,327,$$$,Italian
2573,Father's Office,94,A,4.0,2997,$$,Burgers
2574,Somisomi,94,A,4.5,130,$,Desserts
2575,Hwa Sun Ji Tea & Coffee,95,A,4.5,537,$,Coffee & Tea
2576,Spitz - Little Tokyo,92,A,4.0,1547,$$,Mediterranean
2577,Shiloh’s,90,A,4.0,196,$$$,Steakhouses
2578,TreeHouse Thai,91,A,4.0,228,$$,Thai
2579,Shaky Alibi,90,A,4.0,460,$$,Breakfast & Brunch
2580,Soregashi,97,A,4.5,104,$$$,Japanese
2581,Norwood Bar & Lounge,90,A,3.5,192,$$,Bars
2582,Hambone's BBQ and Po'Boy Sandwiches,90,A,4.0,966,$$,Barbeque
2583,Hotel Casa Del Mar,99,A,4.0,356,$$$,Hotels
2586,Tacos Tumbras a Tomas,98,A,4.5,886,$,Mexican
2587,Pieology Pizzeria,92,A,3.5,154,$,Pizza
2588,Pieology Pizzeria,98,A,3.5,151,$,Pizza
2589,Urban Plates,91,A,4.0,533,$$,American (New)
2590,Tirsa's,92,A,4.5,103,$$,Mexican
2591,Mike & Anne's Restaurant,90,A,3.5,944,$$,American (New)
2593,Il Pastaio,90,A,4.0,1241,$$$,Italian
2594,Nano Cafe,96,A,4.0,770,$$,American (Traditional)
2595,Los Tres Hermanos,95,A,3.5,362,$$,Mexican
2597,The Coffee Bean & Tea Leaf,93,A,3.0,140,$,Coffee & Tea
2599,The Coffee Bean & Tea Leaf,95,A,4.0,146,$,Coffee & Tea
2600,Round Table Pizza,96,A,3.5,45,$$,Pizza
2601,Momed Atwater Village,92,A,4.0,441,$$,Mediterranean
2602,WaBa Grill,97,A,4.0,122,$,Fast Food
2604,Bodhi Leaf Coffee Traders,93,A,5.0,176,$,Coffee Roasteries
2605,CoCo Fresh Tea and Juice,90,A,3.5,87,$,Bubble Tea
2606,Pico Pica Rico,95,A,4.0,208,$,Mexican
2607,Tommy's Original World Famous Hamburgers,92,A,4.0,1142,$,Burgers
2608,Mee and Greet,90,A,4.0,179,$$,Vietnamese
2609,Pierre Garden,94,A,3.5,110,$$,French
2611,Candela,94,A,4.0,588,$$,Mexican
2613,Pick Up Stix,94,A,3.0,122,$,Asian Fusion
2614,South Bay BMW,91,A,3.5,1163,NA,Car Dealers
2615,Second City Bistro,90,A,3.5,305,$$,Steakhouses
2616,Giggles Night Club,95,A,2.5,109,$$,Bars
2617,Villa Tepeyac,93,A,3.5,215,$$,Mexican
2618,Restaurante Amalias,94,A,4.0,55,$$,Latin American
2620,Menchie's Frozen Yogurt,94,A,4.0,180,$,Ice Cream & Frozen Yogurt
2621,Alfredo's Mexican Food,96,A,3.5,227,$,Mexican
2622,Crab N Grab,93,A,4.0,321,$$,Seafood
2623,House of  Bread,96,A,4.5,186,$$,Bakeries
2624,Azusa Greens Country Club,96,A,3.0,60,NA,Golf
2625,Glowing Juices,95,A,5.0,99,$$,Health Markets
2626,KFC,98,A,2.0,46,$,Fast Food
2628,Sweety Hut Thai Restaurant,86,B,4.0,275,$,Thai
2629,Popeyes Louisiana Kitchen,96,A,2.0,80,$,Fast Food
2631,Noe Restaurant and Bar,95,A,4.0,454,$$$,Bars
2632,Grand Foods Market,95,A,4.5,67,$$,Armenian
2633,World Famous Grill,92,A,4.0,250,$,Burgers
2634,Delius Restaurant,95,A,4.0,537,$$,American (New)
2635,iTech Pizza,94,A,4.5,302,$,Pizza
2636,Doubletree by Hilton Los Angeles Downtown,97,A,3.0,414,$$,Hotels
2637,Siam Sunset,90,A,4.0,236,$,Thai
2638,Es Con Sabor West,90,A,4.5,104,$,Salvadoran
2639,Lum-Ka-Naad Thai Restaurant,93,A,4.0,1166,$$,Thai
2640,Wingstop,98,A,2.0,135,$$,Chicken Wings
2641,JC's Kitchen,95,A,5.0,103,$,Latin American
2642,The Coffee Bean & Tea Leaf,98,A,4.0,114,$,Coffee & Tea
2643,El Burro - Tacos & Beer,97,A,4.0,191,$,Mexican
2645,SunLife Organics,94,A,4.0,146,$$,Juice Bars & Smoothies
2647,Cuvee,90,A,3.5,338,$$,American (New)
2648,India's Tandoori Halal Restaurant,92,A,4.5,307,$$,Indian
2650,Riverside Grill & Bar,91,A,4.0,579,$$,Breakfast & Brunch
2651,Karina's Tacos,97,A,4.0,128,$,Mexican
2652,Toastea,98,A,4.5,278,$,Desserts
2653,Original Farmers Market,96,A,4.0,1284,$$,Farmers Market
2654,Nabi Korean Restaurant,96,A,4.5,71,$,Korean
2655,Mi Pueblito Restaurant,91,A,3.5,80,$,Mexican
2656,La Tequila Restaurant,98,A,2.5,64,$$,Mexican
2657,Cafe Magazzino,94,A,4.5,163,$$,Cafes
2658,Laemmle’s Royal Theatre,97,A,4.0,97,NA,Cinema
2659,Rosa's Restaurant,92,A,4.0,204,$,Mexican
2660,Breakers Korean BBQ & Grill,90,A,4.0,243,$$,Barbeque
2662,Dog Haus Biergarten,93,A,4.0,1030,$,Hot Dogs
2663,Jon & Vinny's,92,A,4.0,1249,$$,Italian
2665,Bahia Ensenada Grill,95,A,3.0,51,$,Mexican
2666,Yogiyo Korean BBQ,92,A,4.0,149,$$,Korean
2667,Alfredo's Mexican Food,94,A,4.0,271,$,Mexican
2668,Rahel Ethiopian Vegan Cuisine,97,A,4.0,533,$$,Ethiopian
2669,Taco Fiesta,97,A,4.5,74,$,Mexican
2672,Taco Bell,97,A,3.0,58,$,Fast Food
2673,Fine Garden Vegetarian Restaurant,92,A,3.5,305,$$,Chinese
2674,Honeyboba,82,B,3.5,343,$,Coffee & Tea
2675,Harlam's Kitchen,95,A,4.0,267,$,Chinese
2676,Catch 21,92,A,4.0,99,$,Seafood
2677,Super Panda,92,A,2.0,59,$,Chinese
2679,Traxx Restaurant,94,A,3.5,265,$$,American (Traditional)
2680,Wally's Beverly Hills,94,A,4.0,588,$$$,American (New)
2681,Honeyboba,90,A,3.5,661,$,Tea Rooms
2682,Mimi's Cafe,95,A,3.0,362,$$,American (Traditional)
2683,Nanking Indo-Chinese Restaurant,90,A,4.0,228,$$,Indian
2685,Virgin Atlantic,93,A,3.0,87,NA,Airlines
2686,Sisters Korean Kitchen,92,A,4.0,46,$$,Korean
2687,Island Pacific Supermarket,92,A,3.0,93,$,Grocery
2689,Pronto Pizza,97,A,3.0,47,$,Pizza
2691,Pizza Show,99,A,3.5,307,$$,Pizza
2692,Twinkle Brown Sugar,97,A,4.0,1142,$,Coffee & Tea
2695,Adrian's Trattoria,96,A,4.0,156,$$,Italian
2696,Valerio V Family Bake Shop,95,A,3.5,52,$,Bakeries
2697,Carnaval,96,A,2.0,90,$$,Dance Clubs
2699,Boba Bear,96,A,4.0,369,$$,Hookah Bars
2700,Barriles RestoBar,85,B,4.0,137,$$,New Mexican Cuisine
2702,Wok Talk,91,A,3.0,146,$$,Chinese
2703,Cui Hua Lou Szechwan,83,B,4.5,63,$$,Szechuan
2704,Communal Food & Drink,92,A,3.5,140,$$,American (New)
2705,Newhall Refinery,97,A,4.5,1254,$$,Gastropubs
2706,Shrimp By You,94,A,4.5,460,$$,Cajun/Creole
2707,Pick & Mix Juice Bar,93,A,4.5,163,$,Juice Bars & Smoothies
2708,Hermosa Beach Fish Shop,90,A,4.0,601,$$,Seafood
2709,Citrus On Sunset,94,A,4.0,120,$,Cafes
2713,The Coffee Bean & Tea Leaf,90,A,4.0,108,$,Coffee & Tea
2714,Corner Burger,97,A,4.5,596,$,Burgers
2715,Shahnawaz Halal Tandoori,96,A,3.5,102,$$,Indian
2716,Mt San Antonio College,93,A,3.0,116,NA,Colleges & Universities
2717,Trencher,96,A,4.0,287,$$,Sandwiches
2718,Bud Namu Korean BBQ,90,A,3.0,1201,$$,Barbeque
2719,Burgerim,93,A,3.0,153,$$,Burgers
2720,Urartu Coffee,91,A,4.5,344,$,Coffee & Tea
2721,Ocean View Café,91,A,4.0,278,$$,Breakfast & Brunch
2722,Dario's Mexican Restaurant,96,A,3.5,128,$$,Bars
2723,Blue Cafe,94,A,4.0,243,$$,Persian/Iranian
2725,Pink Salt Grill,91,A,4.0,200,$$,Filipino
2726,Jersey's Bar & Grill,90,A,4.0,62,$,Dive Bars
2727,Takuma,90,A,4.5,312,$$,Japanese
2728,Hmart,94,A,4.0,164,$$,Grocery
2730,Taco Sinaloa,93,A,3.5,830,$,Mexican
2731,Domino's Pizza,97,A,1.5,78,$$,Pizza
2732,The Coffee Bean & Tea Leaf,95,A,3.5,128,$,Coffee & Tea
2733,Chicken Maison,92,A,4.5,472,$$,Mediterranean
2735,Sunset Junction Coffee Shop,91,A,4.0,314,$$,Diners
2737,The Capri Italian Restaurant,94,A,4.0,495,$$,Italian
2738,Milkyway Tea House,91,A,4.5,271,$,Bubble Tea
2739,El Taco Llama,96,A,3.5,197,$,Mexican
2740,Nong La Cafe,91,A,4.0,466,$$,Vietnamese
2741,IKEA,100,A,3.0,756,$$,Home Decor
2742,Nonna's Empanadas,91,A,4.0,824,$,Empanadas
2743,Yang's Dining Room,92,A,4.0,62,$$,Chinese
2745,Gio's Fresh Mediterranean,98,A,4.5,216,$$,Mediterranean
2746,Boiling Point,92,A,3.0,1469,$$,Taiwanese
2747,BBQ Chicken,90,A,4.0,420,$$,Korean
2748,Mako Sushi,96,A,3.5,261,$$$,Sushi Bars
2749,Panini Palace,97,A,4.5,164,$,Salad
2750,Foster's Donuts,97,A,4.0,56,$,Donuts
2751,The Hummus Factory,94,A,4.0,239,$$,Mediterranean
2752,Vrej Pastry,98,A,4.0,133,$,Bakeries
2753,San Pedro Brewing Company,93,A,3.5,490,$$,Sports Bars
2754,Palms Thai Restaurant,93,A,4.0,2507,$$,Seafood
2755,The Dive SKC,95,A,4.0,171,NA,Seafood
2756,Corner Bakery Cafe,95,A,4.0,134,$,Salad
2757,Swirlz Creamery,97,A,5.0,66,$,Ice Cream & Frozen Yogurt
2758,Mr Furley's Bar,91,A,4.0,372,$,Pubs
2760,Tasty Noodle House,81,B,3.5,167,$$,Noodles
2761,Yoshinoya,98,A,3.0,48,$,Japanese
2762,Modo Mio Cucina Rustica,97,A,4.5,210,$$,Italian
2763,The Apple Pan,95,A,3.5,2679,$$,Burgers
2764,Daru Sushi,95,A,4.5,244,$$,Sushi Bars
2765,Taqueria Los Compadres,95,A,4.5,79,$,Mexican
2766,Ding Tea Hacienda,93,A,4.0,80,$,Coffee & Tea
2767,La Flor Blanca Restaurant,90,A,3.5,104,$,Salvadoran
2768,Kape Republik,94,A,4.5,542,$,Desserts
2770,Redondo Beach Coffee Shop,92,A,3.5,57,$$,Coffee & Tea
2771,Red Herring,94,A,4.5,214,$$,American (New)
2774,Taron Bakery,94,A,4.0,86,$,Bakeries
2775,Panini Kabob Grill,90,A,4.0,676,$$,Mediterranean
2776,Pizza Man - Van Nuys,71,C,3.5,57,$$,Pizza
2777,Jimmy John's,97,A,3.0,122,$,Sandwiches
2778,Sushi Ippo,90,A,4.0,1113,$$,Sushi Bars
2780,Drinx,90,A,4.5,129,$,Coffee & Tea
2782,Veracruz Mexican Restaurant,98,A,3.5,154,$,Mexican
2783,Panda Wok,91,A,3.5,66,$,Chinese
2785,Las Islas Marias,90,A,3.5,62,$$,Seafood
2786,Gold Coast Bar,93,A,4.0,85,$,Gay Bars
2787,The Counter,90,A,3.5,415,$$,Burgers
2788,Golden Mile Bowling,96,A,3.5,176,NA,Bowling
2789,Blue Ribbon Sushi Bar & Grill - Los Angeles,90,A,3.5,428,$$$,Sushi Bars
2792,Church & State,90,A,3.5,1691,$$$,French
2793,Wood & Water,93,A,4.0,156,$$$,American (New)
2794,Zury's Raspados,83,B,3.0,63,$$,Juice Bars & Smoothies
2795,Trimana,93,A,3.0,60,$,American (New)
2796,Sabor A Tony Restaurant,80,B,3.0,44,$$,Mexican
2797,Adana Restaurant,95,A,4.5,307,$$,Middle Eastern
2798,El Zipote,93,A,2.5,56,$,Salvadoran
2799,Boulevard Burgers,96,A,3.0,146,$,Burgers
2800,Valentino's Pizzeria,96,A,4.0,209,$,Pizza
2801,Sushi Katsu-Ya Studio City,92,A,4.0,1108,$$$,Sushi Bars
2804,Burrito Factory,97,A,3.0,125,$,Mexican
2805,Cuties,98,A,4.5,94,$$,Coffee & Tea
2806,Blaze Fast-Fire'd Pizza,93,A,4.0,358,$,Salad
2810,Sicha Siam,91,A,3.5,124,$,Thai
2811,Angel Maid Bakery,98,A,4.5,524,$$,Bakeries
2812,Tous Les Jours,90,A,3.5,107,$$,Bakeries
2815,Slapfish,90,A,3.0,165,$$,Seafood
2816,Citadel Outlets,99,A,3.5,1072,$$,Outlet Stores
2817,Salo-Salo Grill,90,A,3.5,514,$$,Filipino
2818,Raspados Nayarit,97,A,4.5,102,$,Desserts
2819,Philie B's,91,A,3.5,249,$,Pizza
2820,Voltaggio STRFSH,98,A,4.0,73,$,Sandwiches
2822,Kanpai Ramen,86,B,4.0,469,$$,Ramen
2823,Tasty Noodle House,94,A,4.0,182,$$,Noodles
2829,Fine Wok,92,A,4.5,71,$,Chinese
2830,Attari Sandwich Shop,90,A,4.0,587,$$,Sandwiches
2831,Early Bird,98,A,4.0,1996,$$,American (New)
2832,Maxim Restaurant & Banquet Hall,94,A,4.0,67,$$$,Russian
2834,JJ Grand Hotel,94,A,2.5,53,$$,Hotels
2835,Coconut's Fish Cafe,98,A,4.5,136,$$,Seafood
2836,The Boat Sushi & Thai Restaurant,91,A,3.5,459,$$,Asian Fusion
2837,The Village Bakery and Cafe,96,A,4.0,915,$$,Bakeries
2838,Moku Sushi,94,A,4.0,126,$$,Japanese
2842,Venus,92,A,4.0,212,$,Cantonese
2843,Ono Hawaiian BBQ,94,A,3.0,120,$,Barbeque
2845,Fresco Ristorante,91,A,4.0,70,$$,Italian
2846,Fantasy Frostings,99,A,5.0,94,$$$,Bakeries
2847,Chyll Creamery & Boba,92,A,4.0,158,$$,Bubble Tea
2849,Augustine Wine Bar,96,A,4.5,228,$$,Wine Bars
2850,DeFranko's Submarines,90,A,4.0,498,$,Italian
2851,Andy's Sub Shop,90,A,4.0,53,$,Sandwiches
2852,Larsen's Steakhouse - Valencia,95,A,4.0,481,$$$$,Steakhouses
2854,Subway,96,A,2.0,46,$,Sandwiches
2855,Wabi Sabi Teppan Steak House & Sushi Bar,94,A,3.0,151,$$,Japanese
2856,Ferraro's On The Hill,92,A,4.0,144,$,Italian
2857,Petrillo's Pizza Restaurant,91,A,3.5,1112,$$,Pizza
2859,Blaze Fast-Fire'd Pizza,95,A,4.0,305,$,Pizza
2860,El Limon,99,A,4.5,197,$$,Salad
2861,Nick's Manhattan Beach,96,A,4.5,845,$$,Breakfast & Brunch
2862,O-Sho Sushi,91,A,3.5,137,$$,Japanese
2863,Thai Food Express,93,A,4.5,371,$,Thai
2864,Rita's Italian Ice of Glendora,96,A,4.5,102,$,Desserts
2865,Lady M Cake Boutique,94,A,3.5,1042,$$,Desserts
2867,Han Bat Shul Lung Tang,80,B,4.5,1906,$,Korean
2868,Kopan Ramen- Northridge,90,A,4.0,563,$$,Ramen
2869,Falafel Arax - Studio City,94,A,4.0,44,$,Falafel
2870,Jersey Mike's Subs,90,A,3.5,167,$,Sandwiches
2871,Irene's Burger's Cafe,92,A,4.0,121,$,Burgers
2872,J Sushi & Ramen,92,A,4.0,228,$$,Japanese
2873,Korean Kitchen Hibachi Barbeque,94,A,4.0,308,$$,Korean
2874,Poké Bar,91,A,4.0,333,$$,Seafood
2875,WaBa Grill,94,A,3.0,53,$,Asian Fusion
2877,Islands Fine Burgers & Drinks,99,A,3.5,354,$$,Burgers
2879,Thai Sierra Madre,90,A,4.0,76,$,Thai
2881,Coffee Commissary,94,A,4.0,664,$$,Coffee & Tea
2882,Manchego,90,A,4.5,727,$$,Spanish
2883,Golden Star Chinese Deli,97,A,3.0,55,$,Chinese
2884,Final Score,82,B,4.0,148,$$,Sandwiches
2885,La Carreta,94,A,4.0,154,$,Mexican
2886,Masan Restaurant,87,B,3.0,113,$$,Seafood
2887,Earthen Restaurant,85,B,4.0,851,$$,Chinese
2888,Kickin Kasian,98,A,4.0,1034,$$,Seafood
2890,Seoul Garden Restaurant,94,A,4.0,497,$$,Korean
2892,Rebecca's Cafe,91,A,4.0,81,$,Sandwiches
2893,Sunshine's Chinese & Korean BBQ,94,A,5.0,84,$$,Chinese
2894,Chick-fil-A,95,A,4.0,311,$,Fast Food
2895,La Esperanza Restaurant and Bakery,90,A,4.0,616,$$,Bakeries
2897,Canoe House,91,A,3.5,662,$$,Hawaiian
2898,Adobe Cantina,94,A,3.5,201,$$,Mexican
2899,Rusty Pot Cafe,95,A,4.0,601,$$,Breakfast & Brunch
2900,LJ's Partyland,95,A,5.0,126,$,Party Equipment Rentals
2903,Jamba Juice,95,A,2.5,56,$,Juice Bars & Smoothies
2904,Second Round,99,A,4.5,85,$,Coffee & Tea
2905,Sharky's Woodfired Mexican Grill,97,A,4.0,153,$$,Mexican
2906,Natalie Peruvian Seafood Restaurant,97,A,4.0,368,$$,Seafood
2907,R Bar,91,A,4.0,586,$$,Lounges
2908,The Rockefeller,91,A,3.5,518,$$,American (New)
2912,Ozen Sushi,95,A,4.0,497,$$,Sushi Bars
2913,GUACS,98,A,3.5,300,$$,Mexican
2914,Berry Bowl,86,B,3.5,351,$,Juice Bars & Smoothies
2915,El Zarape Melrose,95,A,4.5,112,$$,Mexican
2916,Fonz's Restaurant,91,A,4.0,147,$$$,American (New)
2917,Sunny Grill,99,A,4.0,275,$,American (Traditional)
2918,Slurpin' Ramen Bar,90,A,4.5,1411,$$,Ramen
2921,Fritto Misto,92,A,4.5,2255,$$,Italian
2923,Angel Maid Bakery,96,A,4.5,524,$$,Bakeries
2924,Sushi 101,90,A,3.5,211,$$,Japanese
2925,Nuevo San Miguel,94,A,3.0,195,$,Salvadoran
2926,La Vue,94,A,4.0,119,$$$,Wine Bars
2928,Sheraton Universal Hotel,96,A,2.5,584,$$$,Hotels
2929,Domino's Pizza,90,A,2.5,71,$$,Pizza
2930,Brent's Delicatessen & Restaurant,96,A,4.5,1927,$$,Delis
2931,The Health Winner at Westin Bonaventure,98,A,3.5,54,$,Sandwiches
2932,Fortune Cookie,95,A,4.0,91,$,Chinese
2934,Wildflour Bakery & Cafe,90,A,4.0,382,$$,Bakeries
2936,Boba Time,91,A,3.5,247,$,Ice Cream & Frozen Yogurt
2937,Vons,96,A,3.0,138,$$,Grocery
2938,Heirloom Bakery,94,A,4.0,545,$$,Bakeries
2939,Bangkok Palace,97,A,4.0,200,$,Thai
2940,El Taco Llama,96,A,4.0,70,$,Mexican
2942,The Buffalo Club,92,A,3.0,216,$$$,American (New)
2944,The Serving Spoon,92,A,4.5,1527,$$,Breakfast & Brunch
2945,Bravo Pizza & Chicken,91,A,4.0,323,$,Pizza
2946,Matt & Tony's,94,A,3.0,132,$,Sandwiches
2948,Hillstone,91,A,4.0,953,$$$,American (New)
2950,Knockouts Gentlemen's Club,95,A,3.0,75,$$,Adult Entertainment
2952,Los Angeles Times Festival of Books,98,A,4.0,88,NA,Festivals
2954,Quality Food & Beverage,94,A,3.5,277,$$,Breakfast & Brunch
2956,Buono's Authentic Pizzeria,93,A,3.5,185,$$,Pizza
2957,Chinese Delight,87,B,3.5,318,$,Chinese
2958,Weiler's Original Northridge Delicatessen,90,A,3.5,250,$$,Delis
2961,Griffins of Kinsale,94,A,4.0,255,$$,Bars
2962,Pazzo Gelato,97,A,4.5,878,$,Ice Cream & Frozen Yogurt
2964,Kale & Quinoa Vegan Cafe',81,B,4.0,216,$$,Vegan
2966,Street Level Cafe,96,A,4.5,184,$$,Cafes
2967,Nevera Juice Bar,94,A,4.5,189,$,Juice Bars & Smoothies
2968,Diamond Bakery,83,B,3.0,150,$,Bakeries
2969,TOT / Teishokuya of Tokyo,91,A,3.5,797,$$,Japanese
2973,Bianca's Deli & Café,98,A,4.5,125,$,Delis
2974,Mitsuwa Marketplace,97,A,4.0,779,$$,International Grocery
2975,Cupid's Hot Dogs,98,A,4.0,142,$,Hot Dogs
2976,Hyatt Place Los Angeles/LAX/El Segundo,94,A,3.5,131,$$,Hotels
2977,Taqueria El Tapatio,92,A,4.5,168,$,Mexican
2980,City Kitchen,86,B,4.5,102,$$,Cafes
2982,Poke Bar,94,A,4.0,292,$$,Hawaiian
2983,Rutabegorz,90,A,4.0,703,$$,Wraps
2984,Saeng Saeng Gimbap & Snack,93,A,2.5,47,$,Korean
2985,Ani Bakery,98,A,4.5,43,$,Bakeries
2986,Walter's Cafe,90,A,4.5,390,$$,Breakfast & Brunch
2987,Bagelworks Cafe,96,A,4.0,93,$,Bagels
2988,Pine Tree Restaurant,95,A,3.0,113,$$,Barbeque
2991,Tribal Cafe,90,A,4.0,701,$,Juice Bars & Smoothies
2994,Berri's Pizza,80,B,3.5,242,$$,Salad
2995,Tomodachi Sushi,90,A,3.5,437,$$,Sushi Bars
2996,5.2 Patio,97,A,4.0,143,$,Desserts
2997,Philly's Best,97,A,4.0,406,$,Cheesesteaks
2999,Knollwood Country Club,97,A,4.0,83,NA,Country Clubs
3000,El Criollo,96,A,4.0,251,$$,Cuban
3001,Donut Star,91,A,3.5,57,$,Donuts
3002,Fresh & Meaty Burgers,92,A,3.5,60,NA,Burgers
3003,Mikkeller DTLA,96,A,4.0,335,$$,American (New)
3004,Leelin Bakery & Cafe,92,A,4.0,89,$,Filipino
3005,Veggie Grill,98,A,4.0,542,$$,American (New)
3006,Los Burritos,95,A,3.5,111,$,Mexican
3009,Louise's Trattoria,94,A,3.5,248,$$,Italian
3011,Casa Del Rey,92,A,3.5,177,$$,Mexican
3012,The Spot Cafe & Lounge,98,A,4.0,180,$,Lounges
3013,Nina's Cafe,92,A,4.5,359,$,French
3016,Bareburger,95,A,4.0,378,$$,Burgers
3017,Red Top Kitchen,95,A,4.5,240,$,Vietnamese
3018,Islands Fine Burgers & Drinks,97,A,3.5,354,$$,Burgers
3019,KazuNori  | The Original Hand Roll Bar,96,A,4.5,2305,$$,Sushi Bars
3020,Nini Bakery,92,A,4.0,80,$,Bakeries
3022,Smoky Doky Barbecue,96,A,4.5,110,$$,Barbeque
3023,Teriyaki Express,91,A,4.0,55,$,Japanese
3024,Buffalo Wild Wings,94,A,2.0,532,$$,Chicken Wings
3026,Takami Sushi & Robata Restaurant,92,A,3.5,1972,$$$,Sushi Bars
3028,Al Chile Pelon Mexican Food,90,A,3.5,134,$,Mexican
3029,Cielito Lindo,93,A,4.0,698,$,Mexican
3030,Jersey Mike's Subs,90,A,3.5,77,$,Fast Food
3032,El Grullense,90,A,4.5,82,$,Mexican
3033,Demitasse Santa Monica,95,A,4.0,364,$$,Coffee & Tea
3034,85°C Bakery Cafe,95,A,3.5,72,$,Coffee & Tea
3038,Square Bar Cafe,94,A,3.0,84,$$,Coffee & Tea
3041,Lollicup,90,A,3.0,89,$,Coffee & Tea
3042,Hisaya Kyoto Roasted Chestnuts,95,A,4.0,199,$,Coffee & Tea
3043,Oomasa,91,A,4.0,1209,$$,Japanese
3044,SOTTA,90,A,4.5,281,$$,Mediterranean
3045,Yogis Grill,97,A,4.0,124,$,Sushi Bars
3046,Stox Restaurant & Bakery,92,A,3.5,272,$$,Bakeries
3050,Genever,98,A,5.0,45,$$,Lounges
3051,Honeyboba,84,B,3.0,221,$,Coffee & Tea
3053,Dickey's Barbecue Pit,97,A,3.5,362,$$,Barbeque
3056,Jimmy Dean's Charbroiled Burgers,99,A,3.0,197,$,Burgers
3057,Nachos Lab,97,A,4.0,192,$$,Mexican
3058,Isaac's Cafe,98,A,4.5,326,$,Mexican
3061,Au79 Teahouse,97,A,3.5,728,$,Taiwanese
3062,Avila's El Ranchito Mexican Restaurant,95,A,4.5,470,$$,Mexican
3063,Destination Seafood House,92,A,4.0,151,$$,Seafood
3065,Co-opportunity Market & Deli,97,A,4.0,354,$$,Health Markets
