,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
884,Azuma Japanese Restaurant,91,A,4.0,735,$$,Japanese
885,Mitsuwa Marketplace,92,A,4.0,779,$$,International Grocery
886,H2O Poke & Fish Grill,95,A,4.0,278,$$,Poke
887,Los Compadres,90,A,4.0,1464,$$,Mexican
888,Millie's Cafe,95,A,4.0,888,$$,Diners
889,Naturewell,93,A,4.5,260,$$,Juice Bars & Smoothies
890,Malibu Seafood Fresh Fish Market & Patio Cafe,97,A,4.0,2281,$$,Seafood Markets
891,True Food Kitchen,93,A,4.0,743,$$,Vegan
892,Nanban-Kan Restaurant,80,B,4.0,692,$$,Japanese
893,Jersey Mike's Subs,92,A,3.5,129,$,Sandwiches
894,Golden Sky,90,A,3.5,133,$$,Chinese
895,Sonic Drive-In,97,A,2.5,226,$,Fast Food
896,The Larder at Burton Way,90,A,4.0,259,$$,American (New)
897,Encore Teppan,96,A,4.0,449,$$,Teppanyaki
898,Polly's On the Pier,86,B,4.0,292,$,Breakfast & Brunch
899,Teddy's Cafe,96,A,4.0,279,$,Diners
900,Roni's,90,A,3.5,149,$$,American (Traditional)
901,Mama Mia Pizza,96,A,3.5,97,$,Pizza
902,Matcha Matcha,95,A,4.0,627,$,Desserts
903,Simply Salad,95,A,4.0,427,$,Salad
904,Barista Society,95,A,4.5,50,$,Coffee & Tea
905,Honey Donut & Teriyaki,93,A,4.0,49,$,Donuts
906,Numero Uno Pizza,96,A,4.0,222,$$,Italian
907,Dal Rae Restaurant,95,A,4.0,1016,$$$,Steakhouses
908,Tofu King,93,A,4.0,302,$,Taiwanese
909,South Beverly Grill,90,A,4.0,607,$$$,American (New)
910,Nevera Juice Bar,96,A,4.0,149,$,Juice Bars & Smoothies
911,Deus Ex Machina,98,A,4.0,261,$$,Men's Clothing
912,Cake By Marce,95,A,4.0,43,$$,Bakeries
913,TJs Subs,92,A,4.5,77,$,Sandwiches
914,Togo’s Sandwiches,98,A,3.5,86,$,Sandwiches
915,Curry House,91,A,4.0,569,$$,Seafood
916,1st Wok,90,A,4.0,54,$,Chinese
917,Agra Cafe,94,A,4.0,496,$$,Indian
918,CAVA,90,A,4.0,194,$$,Mediterranean
919,Tony's Pizza,93,A,3.5,112,$$,Pizza
920,The Wellesbourne,90,A,4.0,880,$$,Lounges
921,Lucy's Drive In,90,A,3.0,357,$,Fast Food
922,Miss Donuts & Bagel,96,A,4.0,60,$,Donuts
923,Lomita's Best,90,A,4.0,241,$,Burgers
924,Hot Dog On A Stick,95,A,4.0,177,$,Fast Food
925,3rd Street Pizza,97,A,4.0,77,$,Pizza
926,El Comalon Mexican Food,93,A,3.5,56,$,Mexican
927,Big Jim's Donuts,94,A,4.0,67,$,Donuts
928,Backstage Bar & Grill,91,A,4.0,848,$,Karaoke
929,El Baron Restaurant and Night Club,91,A,3.0,122,$$,Latin American
930,Mrs Fields Cookies,90,A,4.0,45,$,Bakeries
931,Tastyblock Hawaiian Shave Ice,98,A,4.5,227,$,Shaved Ice
932,The Roof Garden,90,A,4.0,111,$$$,American (New)
933,Chile Verde,91,A,3.0,44,$,Mexican
934,The Carving Board,97,A,4.5,614,$$,Sandwiches
935,Buca di Beppo Italian Restaurant,91,A,3.0,552,$$,Italian
936,Shabu Hyang,91,A,4.5,499,$$,Korean
937,Headlines Diner & Press Club,82,B,3.5,253,$,Diners
938,Agua Chiles Sushi Bar,90,A,4.0,374,$$,Sushi Bars
939,T4 Tea For U,84,B,4.0,248,$,Bubble Tea
940,Schwartz Bakery,92,A,2.5,95,$$,Bakeries
941,Greenland Market,97,A,4.0,148,$$,Grocery
942,Hodori Restaurant,92,A,3.5,952,$$,Korean
943,Pizza World,96,A,4.0,61,$,Pizza
944,Jersey Mike's Subs,96,A,3.5,93,$,Sandwiches
945,Lucio's Restaurant,92,A,4.0,236,$,Mexican
946,Spicy Fish,93,A,4.0,51,$,Japanese
947,Antonio's Tacos & Kabob,80,B,4.5,446,$,Mexican
948,Twinkle Brown Sugar,72,C,4.0,1142,$,Coffee & Tea
949,Killer Shrimp,90,A,3.5,2196,$$,American (New)
950,Adobo Taco Grill,93,A,4.5,1549,$,Tacos
951,Wingstop,92,A,3.0,83,$$,Chicken Wings
952,Donut Farm,91,A,3.5,225,$,Donuts
953,Downtown Philly Cheese Steaks,90,A,4.0,198,$$,Cheesesteaks
954,Home Run Pizza,85,B,3.5,54,$,Pizza
955,Kebab House,98,A,3.5,61,$,Kebab
956,Yummy's,92,A,5.0,58,$,Cafes
957,Lee's Sandwiches - Corona,90,A,3.0,56,$,Sandwiches
958,Rincon Oaxaqueno Restaurant,93,A,3.5,114,$$,Mexican
959,The York,91,A,3.5,990,$$,Bars
960,Four Cafe,96,A,4.0,730,$$,American (New)
961,La Parrilla,90,A,3.0,318,$$,Mexican
962,DRAGO Centro,94,A,4.0,1479,$$$,Italian
963,Pine & Crane,91,A,4.5,1880,$$,Taiwanese
964,Galaxy Hamburgers,92,A,3.5,252,$,Burgers
965,El Gringo Redondo,90,A,3.5,140,$$,Mexican
966,Urth Caffé-Beverly Hills,90,A,4.0,2282,$$,Coffee & Tea
967,Temaki,92,A,4.0,133,$$,Japanese
968,O Sushi,93,A,4.5,277,$$,Japanese
969,Arte Cafe,92,A,3.5,202,$$,American (New)
970,Sprinkles Cupcakes and Ice Cream,95,A,3.0,505,$$,Cupcakes
971,Luck Thai Cuisine,96,A,3.5,178,$,Thai
972,Dough Girl,90,A,4.0,525,$$,Pizza
973,The Big Burger,95,A,4.0,200,$,Burgers
974,Cilantro Mexican Grill,92,A,4.5,813,$,Mexican
975,Great Wall,91,A,3.0,243,$,Chinese
976,Pizza Man,84,B,2.5,45,$,Pizza
977,Nogales Burgers,90,A,3.5,160,$,Burgers
978,Ledlow,94,A,3.5,363,$$,Desserts
979,Ni Hao Sushi & Dining,98,A,2.5,209,$$,Sushi Bars
980,Glenoaks Deli and Pizza,93,A,4.5,112,$,Pizza
981,Pattern Bar,84,B,4.0,356,$$,Bars
982,Maria's Bakery,90,A,4.0,111,$,Bakeries
983,Z Garden,92,A,3.5,899,$$,Mediterranean
984,Zafran Grill,94,A,4.5,53,$$,Mediterranean
985,Marugame Monzo,93,A,4.5,3143,$$,Japanese
986,Chio's Peruvian Grill,91,A,4.0,194,$$,Peruvian
987,Eagles Tacos,97,A,4.5,86,$,Mexican
988,King Red Crawfish & Pho,93,A,4.0,153,$$,Seafood
989,Gino's Italian Restaurant,90,A,4.0,226,$$,Italian
990,Aristo Cafe,76,C,4.5,572,$$,Middle Eastern
991,SUGARFISH by sushi nozawa,98,A,4.0,2206,$$$,Japanese
992,Pho Ha Linh,92,A,3.0,75,$,Vietnamese
993,Nostal Cafe,93,A,4.5,70,$,Juice Bars & Smoothies
994,La Mirada Regional Park,97,A,4.0,53,NA,Parks
995,Farmer Boys,90,A,3.0,199,$$,Burgers
996,Saigon Dish,90,A,4.5,1532,$,Vietnamese
997,Louisiana Famous Fried Chicken,91,A,3.5,43,$,Southern
998,Chocolate Cafe ll,96,A,4.0,171,$$,Cafes
999,Stuff I Eat,95,A,4.5,1134,$$,Vegan
1000,Sweet Red Peach,90,A,4.5,476,$,Bakeries
1001,The Junction Bar - Billiards,96,A,4.5,154,$$,Pool Halls
1002,Rancho Bar,96,A,4.0,74,$,Dive Bars
1003,H Salt Esquire Fish & Chips,95,A,2.5,155,$,Seafood
1004,Graff Gennaro's Ristorante,92,A,3.5,134,$$$,Italian
1005,Saffron Mediterranean Grill,91,A,4.5,135,$$,Mediterranean
1006,Ajisen Ramen,93,A,3.5,606,$,Ramen
1007,Baguette De Paris,90,A,4.5,127,$,Bakeries
1008,Bull BBQ,83,B,4.0,139,$$,Korean
1009,Seaside Palace Restaurant,93,A,3.5,267,$$,Middle Eastern
1010,Lucille's Smokehouse Bar-B-Que,94,A,4.0,795,$$,Barbeque
1011,Togo’s Sandwiches,97,A,3.0,57,$,Sandwiches
1012,Pho Stop,90,A,3.5,175,$,Vietnamese
1013,SanSai Japanese Grill,95,A,3.5,148,$,Japanese
1014,Back On Broadway,92,A,3.5,87,$$,Breakfast & Brunch
1015,SUGARFISH by sushi nozawa,97,A,4.0,1007,$$$,Sushi Bars
1016,Chipotle Mexican Grill,97,A,3.5,287,$,Mexican
1017,El Gallo Giro,95,A,3.0,159,$,Mexican
1018,Yummy Hero,80,B,3.5,356,$,Taiwanese
1019,Underground Pub and Grill,94,A,3.5,252,$$,Sports Bars
1020,Vic's Tacos,97,A,3.5,161,$,Mexican
1021,Gelson's Market,96,A,3.5,195,$$$,Grocery
1022,The Woodman,90,A,4.0,890,$$,Pubs
1023,Jumbo's Clown Room,90,A,3.5,647,$$,Adult Entertainment
1024,CAFE IF,95,A,4.5,70,$$,Coffee & Tea
1025,Lulu's Restaurant,90,A,3.5,352,$$,American (Traditional)
1026,Lemonade,98,A,3.5,478,$$,American (New)
1027,Astro Karaoke,91,A,4.0,45,$$,Karaoke
1028,Yerevan Steak House,96,A,4.5,131,$$,Mediterranean
1029,HomeState,95,A,4.0,163,$$,Tex-Mex
1030,Swanya Thai Cuisine,90,A,3.5,321,$$,Thai
1031,Tokyo Beat,96,A,4.0,201,$$,Karaoke
1032,RiceBar,90,A,4.0,387,$,Filipino
1033,Mr K's Pizza,93,A,4.5,162,$,Pizza
1034,2nd Floor Restaurant Bar & Grill,100,A,4.5,236,$$,Italian
1035,Ink Sack,92,A,3.0,199,$,Sandwiches
1036,Ralphs,96,A,3.5,294,$$,Grocery
1037,Molly's Burger,95,A,4.0,63,$,Burgers
1038,Chowking,96,A,2.5,75,$,Filipino
1039,Original Tommy's Hamburgers,98,A,3.5,189,$,Burgers
1040,The Black Sheep,95,A,4.0,1008,$$,Pubs
1041,Bobo's Hamburgers,96,A,3.5,46,$,Breakfast & Brunch
1042,Hae Jang Chon Korean BBQ Restaurant,90,A,4.0,4378,$$,Korean
1043,Bento Box,95,A,3.0,48,$$,Poke
1044,Castaneda's Mexican Food,91,A,3.0,110,$,Mexican
1045,The Habit Burger Grill,92,A,4.0,57,$,Burgers
1046,Macy's,92,A,2.5,42,$$,Department Stores
1047,Café de Leche,96,A,4.0,137,$,Coffee & Tea
1048,Blu Jam Café,96,A,4.0,4570,$$,American (New)
1049,Atwater Village Tavern,98,A,4.0,389,$$,Mexican
1050,Fatburger,91,A,2.5,166,$$,American (Traditional)
1051,MA'S Italian Kitchen,96,A,4.5,273,$$,Italian
1052,Fresh Pita Organic Express,95,A,4.5,252,$,Mediterranean
1053,Martini's Pizzeria,94,A,3.5,43,$,Pizza
1054,Jeju Japanese Restaurant,90,A,3.5,56,$$$,Japanese
1055,Sakura Japanese Restaurant,90,A,4.0,852,$$,Japanese
1056,Happy Harbor Restaurant,80,B,3.0,740,$$,Dim Sum
1057,Nolan & Taft Management,95,A,2.5,63,NA,Property Management
1058,BBQ Night,92,A,4.0,726,$$,Barbeque
1059,Rendezvous Cafe,92,A,3.5,178,$,Coffee & Tea
1060,Elizabeth Bakery,97,A,3.0,136,$,Bakeries
1061,Chez Tex,90,A,4.0,87,$$,Cafes
1062,Twist & Grill,96,A,3.5,111,$,American (New)
1063,Cocina Cilantro,93,A,4.0,183,$,Mexican
1064,Edwards Alhambra Renaissance 14 & IMAX,97,A,3.5,518,NA,Cinema
1065,La Terraza Café,99,A,4.5,88,$,Cafes
1066,The Coffee Bean & Tea Leaf,96,A,3.5,49,$,Coffee & Tea
1067,Carnitas Michoacanas,97,A,4.0,42,$,Mexican
1068,Super Tom's Burgers,95,A,3.0,86,$,Fast Food
1069,Phantom Carriage Brewery,96,A,4.5,483,$$,Breweries
1070,Pam's Donuts & Ice Cream,97,A,4.5,51,$,Donuts
1071,Hayat's Kitchen,90,A,4.5,934,$$,Lebanese
1072,Fuji Sushi & Rolls,90,A,3.5,275,$$,Sushi Bars
1073,Pupuseria Mi Salvador,90,A,3.0,54,$,Salvadoran
1074,Pizza Di Roma,95,A,3.5,46,$,Pizza
1075,Chipotle Mexican Grill,95,A,3.5,198,$,Mexican
1076,Pho Mely,86,B,3.5,205,$,Vietnamese
1077,The Los Angeles Banh Mi Company,100,A,5.0,145,$,Vietnamese
1078,Miceli's,91,A,3.5,787,$$,Italian
1079,Pamore Pizza,95,A,3.5,94,$,Pizza
1080,Noemi's Mexican Food,95,A,3.5,68,$$,Mexican
1081,Daikokuya Little Tokyo,80,B,4.0,7858,$$,Ramen
1082,Dinah's Family Restaurant,91,A,3.0,1065,$$,Diners
1083,Casa Nostra Ristorante & Bar,85,B,4.0,566,$$,Italian
1084,Doubting Thomas,92,A,4.5,130,$$,Cafes
1085,Tokyo Express,90,A,3.5,53,$,Japanese
1086,Paul's Kitchen,92,A,4.0,283,$$,Chinese
1087,Uncle Reds Pizzeria,95,A,4.0,326,$$,Pizza
1088,Rosewoods Family Restaurant,85,B,3.5,110,$$,American (Traditional)
1089,Estate Restaurant + Bar,95,A,4.0,419,$$$,Asian Fusion
1090,Tonys Darts Away,94,A,4.5,1181,$$,Pubs
1091,San Pedro Fish Market and Restaurant,94,A,3.5,1362,$$,Seafood
1092,Tina's Tavern,94,A,3.5,73,$,Dive Bars
1093,India's Restaurant,93,A,4.5,1771,$$,Indian
1094,Thelma's Morning Cafe,91,A,3.5,355,$$,American (New)
1095,Tacos Los Toritos,95,A,3.5,84,$,Mexican
1096,Frank's Restaurant,94,A,4.0,265,$,Mexican
1097,Il Pastaio,98,A,4.0,1241,$$$,Italian
1098,Churroholic,93,A,4.0,158,$$,Desserts
1099,LA Crystal Hotel,90,A,2.5,180,$,Hotels
1100,ABC Seafood,90,A,3.0,308,$,Seafood
1101,Le Saigon,91,A,3.5,551,$$,Vietnamese
1102,Downey Pizza Company,94,A,3.5,691,$$,Pizza
1103,Lebanon Shawarma,95,A,4.0,118,$$,Lebanese
1104,Sweet Lady Jane Bakery,95,A,3.5,1438,$$,Desserts
1105,Eagle Rock Brewery Public House,97,A,3.5,285,$$,Brewpubs
1106,Grimaldi's Pizzeria,90,A,4.0,1027,$$,Pizza
1107,Nabee-Ya,90,A,3.0,51,$$,Sushi Bars
1108,Xi An Tasty,92,A,4.0,82,$$,Chinese
1109,La Pergoletta,94,A,4.5,630,$$,Italian
1110,Douglas Burgers,98,A,3.5,49,$,Burgers
1111,Tip Top Hamburgers,98,A,3.5,134,$,Burgers
1112,Valencia Car Wash,98,A,1.5,283,NA,Car Wash
1113,Krispy Kreme,95,A,3.5,149,$,Donuts
1114,Sol Maya,94,A,4.0,451,$,Salvadoran
1115,Wurstküche,96,A,4.0,7913,$$,Hot Dogs
1116,El Burrito Jr,92,A,3.5,184,$,Mexican
1117,Tak's Coffee Shop,95,A,4.5,116,$,American (Traditional)
1118,Super Donut House,94,A,4.5,49,$,Donuts
1119,Mulcaheys,93,A,3.0,68,$$,Dive Bars
1120,Golden Bird,83,B,4.0,52,$,American (Traditional)
1121,Gardens of Taxco,92,A,4.5,58,$$,Mexican
1122,Leo & Lily,96,A,4.0,1532,$$,Cafes
1123,Flavor of India,98,A,4.5,398,$$,Indian
1124,Panda Inn,93,A,4.0,723,$$,Chinese
1125,Monkey Bar,100,A,4.0,397,$$,Cocktail Bars
1126,Ding's Garden,90,A,4.0,157,$$,Chinese
1127,Sweetsalt,94,A,4.0,863,$$,Sandwiches
1128,Gushi,97,A,4.0,1010,$,Korean
1129,Whole Foods Market,98,A,3.5,97,$$,Grocery
1130,Sul & Beans,94,A,4.0,1174,$$,Desserts
1131,Montrésor,92,A,4.5,96,$$$,French
1132,Churro Stix,99,A,4.5,114,$,Desserts
1133,Prime Cut Beef Jerky,99,A,5.0,46,$$,Meat Shops
1134,VN Cuisine,90,A,3.5,290,$,Vietnamese
1135,The Baked Bear,97,A,4.0,162,$,Bakeries
1136,Thai Food Pick-Up,91,A,4.0,58,$,Thai
1137,Peppertree Cafe,90,A,4.0,287,$,Venues & Event Spaces
1138,O'Flaherty's Tap House,96,A,4.0,131,$$,Pubs
1139,D's Dubai Sauce,90,A,4.5,183,$$,Mediterranean
1140,El Sazon Oaxaqueno,96,A,3.5,93,$,Mexican
1141,Miari Noodle House,92,A,4.0,109,$,Korean
1142,Cinépolis,95,A,3.5,286,NA,Cinema
1143,Salt & Straw,93,A,4.5,1101,$$,Ice Cream & Frozen Yogurt
1144,Casa Alvarez,90,A,3.5,262,$$,Mexican
1145,Off The Hook Fish Grill,97,A,4.5,928,$$,Seafood
1146,Panda Express,96,A,2.5,87,$,Chinese
1147,Spring Street Bar,91,A,4.0,548,$$,Beer Bar
1148,Dos Amigos Gardunos Mexican Restaraunt,84,B,3.5,63,$,Mexican
1149,Denny's,96,A,2.5,204,$$,American (Traditional)
1150,California Steak & Fries,94,A,2.5,87,$,Sandwiches
1151,CSUDH Passport Hub Center,94,A,5.0,83,NA,Passport & Visa Services
1152,Birrieria Jalisco,97,A,4.0,164,$$,Mexican
1153,My Ramen Bar,90,A,4.0,687,$$,Ramen
1154,Otus Thai Kitchen & Coffee,93,A,4.5,402,$$,Thai
1155,Sunshine's Chinese & Korean BBQ,96,A,5.0,84,$$,Chinese
1156,88 Chinese & Sushi,94,A,3.5,277,$$,Chinese
1157,Maggie's Pastry,97,A,3.5,170,$$,Bakeries
1158,Cognoscenti Coffee,90,A,4.0,228,$$,Coffee & Tea
1159,Sam's Burgers,97,A,3.5,62,$,Burgers
1160,Blaze Fast-Fire'd Pizza,93,A,3.0,50,$$,Salad
1161,Chop Shop Butcher & Kitchen,92,A,4.5,345,$$,Butcher
1162,The Tenderloin,94,A,3.0,139,$$,Steakhouses
1163,Greystoke Grill,94,A,4.0,74,$$,American (Traditional)
1164,Catalina Cantina,87,B,2.5,311,$$,Sports Bars
1165,Branch Office,90,A,4.0,44,$,Dive Bars
1166,Leo's Mexican Food,94,A,3.5,285,$$,Mexican
1167,Pascal Patisserie and Cafe,96,A,4.5,180,$$,Desserts
1168,24 Hour Fitness - La Mirada,95,A,3.0,268,NA,Gyms
1169,Warner Bros. Studio Tour Hollywood,98,A,4.0,952,NA,Amusement Parks
1170,Desserts By Patrick,98,A,5.0,141,$,Desserts
1171,Rock'n Juice - San Pedro,93,A,4.5,71,$$,Juice Bars & Smoothies
1172,A & W Barbecue Seafood Restaurant,93,A,3.0,251,$$,Barbeque
1173,Maki & Sushi Japanese,95,A,4.0,779,$$,Sushi Bars
1174,Paco's Tacos,94,A,4.0,1030,$$,Mexican
1175,POKEIO,97,A,3.5,52,$$,Poke
1176,Craft Hill West Covina,91,A,4.5,690,$$,American (New)
1177,Bobalicious,92,A,4.0,110,$,Tea Rooms
1178,Farsi Cafe,90,A,4.0,414,$$,Persian/Iranian
1179,Nha Trang,97,A,4.0,318,$,Vietnamese
1180,Cakery Bakery,95,A,4.0,149,$$,Bakeries
1181,Menchie's Frozen Yogurt,93,A,4.0,54,$,Ice Cream & Frozen Yogurt
1182,Golden City Chinese Cuisine,93,A,4.0,212,$,Chinese
1183,Mom's House,83,B,3.5,101,$,Korean
1184,Hard Times Billiards,92,A,4.0,53,$,Pool Halls
1185,SIR Pizza'n'chicken,91,A,4.0,193,$,Pizza
1186,Mia Sushi,93,A,4.0,576,$$,Sushi Bars
1187,Imperial Bakery,96,A,4.0,44,$,Bakeries
1188,Saigon Flavor,96,A,4.0,435,$,Vietnamese
1189,Farmer Boys,90,A,2.0,124,$,Burgers
1190,Firefly,96,A,4.0,1874,$$$,American (New)
1191,Thai Silk Express,92,A,4.0,129,$,Thai
1192,Angie's Deli,94,A,4.5,189,$,Mexican
1193,Sapori Ristorante,95,A,3.5,270,$$,Italian
1194,Bamboo Thai Bistro,91,A,4.0,925,$$,Thai
1195,Marina Cafe,90,A,4.5,90,$$,Cafes
1196,il Tramezzino,97,A,4.0,89,$,Cafes
1197,Big Tomy's,90,A,4.0,50,$,Burgers
1198,The Original Yaki's Teriyaki Bowl,92,A,3.5,133,$,Burgers
1199,Las Palmas Mexican Food,96,A,4.5,139,$,Mexican
1200,American Deli,95,A,4.5,81,$,Chicken Wings
1201,La Sabrosa Restaurant,90,A,4.0,64,$,Salvadoran
1202,Carl's Jr.,97,A,1.5,48,$,Burgers
1203,Greco's Pizza & Pasta,94,A,4.5,122,$$,Pizza
1204,El Huarache Azteca,90,A,4.0,801,$,Mexican
1205,Kop Jai Lai Restaurant,95,A,4.5,76,$$,Laotian
1206,Ravello Bar & Grill,94,A,4.0,196,$$,Italian
1207,A Simple Bar,95,A,5.0,233,$$,Bars
1208,Vespertine,94,A,4.5,127,$$$$,American (New)
1209,Los Angeles International Airport - LAX,97,A,2.5,5751,NA,Airports
1210,MOD Pizza,95,A,4.5,295,$,Pizza
1211,Mei Long Village,94,A,3.5,273,$$,Chinese
1212,HaSunSaeng - MasterHA,96,A,4.5,243,$$,Korean
1213,State Social House,90,A,3.5,323,$$,American (Traditional)
1214,Kreation Organic Juicery,96,A,4.5,162,$$,Juice Bars & Smoothies
1215,Yamakase,95,A,4.5,224,$$$$,Japanese
1216,La Barca Grill and Cantina,93,A,2.5,471,$$,Mexican
1217,Pick a Poke,91,A,4.5,222,$,Poke
1218,Faith & Flower,84,B,4.0,2158,$$$,American (New)
1219,Skinny's Lounge,91,A,3.5,326,$$,Lounges
1220,Clearman's North Woods Inn,96,A,3.5,660,$$$,Steakhouses
1221,Sako's Sandwich Shop,92,A,4.0,105,$,Sandwiches
1222,626 Night Market,96,A,3.5,1615,$,Street Vendors
1223,Villanueva Mexican Grill,97,A,4.5,220,$,Mexican
1224,Mendocino Farms,93,A,4.5,758,$$,Sandwiches
1225,Red Ginger Thai & Sushi,96,A,4.0,233,$$,Sushi Bars
1226,Rene Cafe,90,A,3.5,71,$$,Chinese
1227,Bottega Louie,95,A,4.0,15795,$$,Italian
1228,Rae's Restaurant,90,A,4.0,539,$,Diners
1229,Pacific Theatres,96,A,3.0,592,NA,Cinema
1230,El Vaquero Restaurant,97,A,4.0,61,$,Mexican
1231,Jollibee,86,B,2.5,271,$,Filipino
1232,Hotel Bel-Air,96,A,4.5,212,$$$$,Hotels
1233,Tallula's,96,A,4.0,335,$$$,Mexican
1234,Chelly's Cafe,98,A,4.0,415,$,Cafes
1235,The Hollywood Way BBQ,96,A,3.5,511,$$,Barbeque
1236,The Chairman,93,A,4.0,233,$$,Asian Fusion
1237,Mike & Nate's House of Seafood,90,A,3.5,536,$$,Cajun/Creole
1238,Tere's Mexican Grill,90,A,4.5,174,$$,Mexican
1239,Raspado Xpress,95,A,3.5,125,$,Shaved Ice
1240,Flame Pizzeria,93,A,4.5,449,$$,Pizza
1241,Lucille's Smokehouse Bar-B-Que,96,A,3.5,857,$$,Barbeque
1242,El Marinero Family Restaurant,97,A,3.0,64,$$,Mexican
1243,La Colombe,92,A,4.0,92,$$,Coffee Roasteries
1244,Lark Cake Shop,94,A,4.0,782,$$,Desserts
1245,Palos Verdes Golf Club,90,A,4.0,47,NA,Golf
1246,Venice Whaler,93,A,3.5,598,$$,American (Traditional)
1247,La Michoacana Ricas Nieves,94,A,4.5,161,$,Ice Cream & Frozen Yogurt
1248,Chonitos Mexican Restaurant,98,A,3.5,271,$$,Mexican
1249,La Poblana Restaurant,95,A,3.5,150,$$,Mexican
1250,La Pradera Carniceria,92,A,4.5,44,$$,Meat Shops
1251,Maru Coffee,94,A,4.5,47,$,Coffee & Tea
1252,Subway,96,A,2.5,44,$,Sandwiches
1253,Zamora Brothers,80,B,4.0,64,$,Meat Shops
1254,Fatburger,94,A,2.5,156,$,Burgers
1255,BCD Tofu House,95,A,4.0,3457,$$,Korean
1256,Duke's Malibu,90,A,3.5,2291,$$,American (New)
1257,Tasty Food,85,B,4.5,305,$,Food Stands
1258,Perch,98,A,4.0,6372,$$$,Lounges
1259,The Grill House,90,A,4.0,412,$$,Mediterranean
1260,Sage Vegan Bistro - Echo Park,91,A,4.0,1921,$$,Vegan
1261,Pieology Pizzeria,95,A,3.5,93,$,Pizza
1262,Sprouts Farmers Market,95,A,3.5,139,$$,Farmers Market
1263,Blaze Fast-Fire'd Pizza,90,A,4.5,268,$,Salad
1264,El Hatuchay,93,A,3.5,162,$$,Peruvian
1265,Beverly Hills Thai Kosher,90,A,4.0,144,$$,Kosher
1266,Subs Cafe,95,A,4.0,56,$,Cafes
1267,Catherine's Cake Decorating & Candy Supplies,97,A,4.0,58,$$,Candy Stores
1268,Charlie's Trio,95,A,4.0,351,$$,Sports Bars
1269,Dog Haus,97,A,4.0,278,$,Burgers
1270,Soowon Galbi KBBQ Restaurant,93,A,4.5,2375,$$,Korean
1271,Rutt's Hawaiian Cafe,96,A,4.0,1543,$,Hawaiian
1272,Village French Bakery,95,A,4.5,163,$,Bakeries
1273,B-Man's Teriyaki & Burgers,94,A,4.0,749,$,Burgers
1274,Sprinkles Ice Cream,98,A,3.5,636,$$,Ice Cream & Frozen Yogurt
1275,Tofu Ya,90,A,3.5,1045,$$,Korean
1276,Laemmle Noho 7,98,A,4.0,310,NA,Cinema
1277,King Of New York Pizzeria Pub,84,B,4.0,484,$,Chicken Wings
1278,The Venice Beach Bar,92,A,4.0,60,$$,Dive Bars
1279,Zinqué,93,A,4.0,621,$$,French
1280,Ramen Shack Takumiya-Gardena,94,A,4.0,240,$$,Ramen
1281,Kismet,95,A,4.0,350,$$,Mediterranean
1282,Glendale Tap,80,B,4.5,339,$,Beer Bar
1283,Tiffany's Coffee,93,A,4.0,212,$,Coffee & Tea
1284,Bobamia,71,C,4.5,43,$,Taiwanese
1285,Nordstrom The Grove,94,A,3.5,398,$$$,Department Stores
1286,Valentino,92,A,3.5,445,$$$,Italian
1287,The Coffee Bean & Tea Leaf,91,A,2.5,123,$,Coffee & Tea
1288,Fred 62,97,A,3.5,2159,$$,Diners
1289,Plancha Tacos,91,A,4.0,653,$,Mexican
1290,El Tacazo,95,A,3.5,45,$,Mexican
1291,Mongolian Hot Grill,93,A,3.5,101,$,Mongolian
1292,The Palms Restaurant,92,A,3.5,68,$$,Latin American
1293,Godiva Chocolatier,91,A,3.5,54,$$$,Candy Stores
1294,Fiesta Grill,91,A,4.0,185,$$,Persian/Iranian
1295,Paul Martin's American Grill,91,A,3.5,1021,$$,American (New)
1296,Wolfgang's Steakhouse,95,A,3.5,471,$$$$,Steakhouses
1297,SanSai Japanese Grill,97,A,3.5,133,$,Japanese
1298,Kushi Shabu,91,A,4.0,472,$$,Japanese
1299,Los Poblanos Taqueria Y Birrieria,93,A,4.0,66,$,Mexican
1300,Vince's Pasta & Pizza,95,A,3.5,143,$$,Pizza
1301,Malibu Yogurt & Ice Cream,98,A,3.5,158,$,Ice Cream & Frozen Yogurt
1302,Aloha Hawaiian Grill,96,A,4.0,53,$,Hawaiian
1303,Hop Woo BBQ & Seafood Restaurant - LA,84,B,2.5,449,$$,Chinese
1304,6th & La Brea Brewery & Restaurant,95,A,4.0,183,$$,Breweries
1305,Bob's Hamburgers,93,A,3.5,43,$,Burgers
1306,Tacos El Gavilan,97,A,3.5,262,$,Mexican
1307,The Darkroom,98,A,3.5,296,$$,American (New)
1308,Le Petit Paris,96,A,4.0,974,$$$,French
1309,The Stardust Club,99,A,3.0,49,$,Bars
1310,Palmilla Cocina Y Tequila,94,A,4.5,1116,$$,Mexican
1311,MTA - Metro Red Line,95,A,3.5,211,NA,Public Transportation
1312,Floor & Decor,100,A,4.5,129,$$,Kitchen & Bath
1313,Flames X Press,91,A,3.0,109,$,Fast Food
1314,El Camino Mexican Grill,96,A,4.0,154,$,Mexican
1315,Universal Bar & Grill,94,A,3.0,94,$,Sports Bars
1316,Gwen Butcher Shop,90,A,4.0,431,$$$$,Butcher
1317,Fiesta Cantina,90,A,3.5,709,$$,Mexican
1318,Casa Adelita,92,A,2.5,109,$$,Mexican
