Restaurant_Name,Rating,Review_Count,Price,Score,Grade
Bay Cities Italian Deli,4.0,4332,$,98,A
Campos Tacos,3.5,72,$,91,A
Blue Bottle Coffee,4.0,237,$$,97,A
Plush Pocket,3.5,56,$$,90,B
WaBa Grill,3.0,82,$,92,A
Father's Office,3.5,5843,$$,96,A
Carl's Jr,3.0,48,$,94,A
Krispy Kreme,3.0,403,$,91,A
The Capri Italian Restaurant,4.0,495,$$,94,A
Jose Chiquito,4.0,90,$,93,A
The Pizza Press,4.5,375,$,93,A
1987 Beedle House,3.5,60,$,84,B
The Palace Lounge,3.5,95,$$,98,A
Yogurtland,4.0,266,$,90,B
Burgerama,4.5,85,na,95,A
Asal Bakery And Kabob,3.0,291,$$,91,A
Wana Iguana Fresh Baja Grill,3.5,120,$,92,A
Mercado Los Angeles,4.0,996,$$,91,A
Pho Bamboo,4.0,176,$,94,A
Shakey's Pizza Parlor,3.5,87,$$,93,A
Toyo Bowl,4.0,59,$,95,A
Royal Palace Banquet Hall,4.5,178,na,96,A
Ladybug Tea House,4.0,548,$,85,B
Kreation Organic Juicery,4.5,52,$$,95,A
Camino Real Restaurant,4.0,61,$$,86,B
The Local Peasant - Sherman Oaks,4.0,1514,$$,93,A
Norton Simon Museum,4.5,679,na,99,A
Maru Sushi Bar,4.5,171,$$,93,A
Tomo-E Bento,4.0,40,$,90,B
Eagle Rock Green Dragon,4.5,407,$$,93,A
Alfred Tea Room,3.5,471,$$,93,A
JJ Hong Kong Cafe,3.5,981,$,99,A
Pho Ha Vietnamese Restaurant,4.0,702,$,90,B
Blacksmiths,4.5,405,$$$,94,A
Los Arcos Mexican Food,4.0,100,$$,92,A
Summer Buffalo,4.0,390,$$,93,A
Patty's Mexican Foods,4.0,335,$,95,A
Louisiana Fried Chicken,4.0,86,$,95,A
Wokcano,3.5,1333,$$,92,A
Karuba's Yardy Kitchen,5.0,70,$$,94,A
L & L Hawaiian BBQ,3.0,150,$,94,A
Raku Roll & Teriyaki,4.0,103,$,92,A
W.I. Simonson Mercedes-Benz,3.5,534,na,91,A
Osen Izakaya,4.5,426,$$,95,A
Waffle Love - Northridge,4.5,628,$,98,A
Bob's Hamburgers,3.5,43,$,93,A
Nouilles Of 3rds,4.0,199,$$,92,A
Basil Thai Cooking,3.5,221,$$,99,A
Barn Rau Thai Halal Cuisine,3.5,137,$$,94,A
MOD Pizza,4.0,123,$$,96,A
Bottega Louie,4.0,15786,$$,91,A
La Barbacha,4.5,88,$,97,A
Belly's West,3.5,49,$,93,A
Mitsuwa Marketplace,4.0,779,$$,97,A
Little Bean Cafe,3.5,98,$$,97,A
Pho Kim,4.0,179,$,92,A
La Grande Orange Café,4.0,2830,$$,95,A
AV Bakery Express Cafe,4.0,72,$$,93,A
Cravings,5.0,40,$,98,A
Shandiz Restaurant and Grill,3.5,133,$$,88,B
Claremont Farmers & Artisans Market,4.0,51,$,93,A
The Country Deli,4.0,429,$$,91,A
Got Sushi & King's burgers,4.0,1227,$$,95,A
Islands Fine Burgers & Drinks,3.5,353,$$,97,A
El Tejano,3.5,666,$$,90,B
Energy Bistro & Karaoke,4.0,82,$$,92,A
Kato,4.5,220,$$$,98,A
Cali Fresh Mexican Grill,4.0,52,$,94,A
Elephant Tea,3.5,59,$,90,B
Pico Pica Rico,4.0,208,$,95,A
Tokyo Shabu Shabu,3.5,802,$$,90,B
Manila Sunset,3.5,154,$,94,A
Charlie's Trio,4.0,351,$$,90,B
Grand Panda,3.5,179,$$,100,A
Yogurtland,4.0,56,$,90,B
Louie's Chinese Cuisine,3.5,81,$,96,A
Sunshine's Chinese & Korean BBQ,5.0,84,$$,94,A
Lino's Tacos,4.5,47,$,93,A
Pitfire Artisan Pizza,4.0,370,$$,93,A
It's Boba Time,4.0,93,$,91,A
Animal,4.0,3232,$$$,90,B
Urth Caffé - Santa Monica,4.0,3067,$$,92,A
Joss Cuisine / Traditional,4.0,196,$$$,93,A
Z's Crazy Good,4.0,487,$,95,A
Bottega Louie,4.0,15786,$$,92,A
Locanda Positano,4.0,520,$$$,92,A
The Village Grille,4.0,45,$,91,A
Depot Restaurant,4.0,272,$$$,90,B
Blair's,4.0,135,$$,93,A
Bon Vivant Market & Cafe,4.0,815,$$,93,A
Taron Bakery,4.0,53,$,91,A
Benihana,3.0,940,$$,94,A
Meizhou Dongpo Restaurant,3.5,349,$$$,94,A
Ayara Thai Cuisine,4.0,1804,$$,82,B
El Huarique,4.5,396,$$,96,A
LAX Terminal 2,2.5,99,na,97,A
Kitty's Fish & Chips,4.0,49,$,95,A
Luisa & Sons Bake Shop,4.0,103,$,93,A
HaSunSaeng - MasterHA,4.5,243,$$,96,A
The Bigg Chill Frozen Yogurt,4.0,617,$,97,A
Las Delicias,3.0,40,$,92,A
Tipicos Martha,3.0,57,$,95,A
Grill N Sushi,4.5,202,$$,90,B
El Pollo Loco,2.0,97,$,97,A
Yogurtland,4.0,93,$,94,A
Peach Cafe,4.0,949,$$,97,A
Edwards Alhambra Renaissance 14 & IMAX,3.5,518,na,97,A
Bangkok Palace,4.0,200,$,97,A
Thai Express Food To Go,3.5,150,$,96,A
Nishi Poke & Ramen Bar,4.5,92,$$,93,A
Casa La Doña,4.5,533,$,90,B
Spa Palace,4.0,1086,$$,94,A
The Beverly Hills Hotel,4.0,314,$$$$,97,A
Gobi Mongolian BBQ House,4.0,625,$$,97,A
Angelini Osteria,4.5,1635,$$$,99,A
Jus' Poke,4.5,1327,$$,90,B
Dragon King,3.5,207,$,94,A
Don Chente Bar and Grill,2.5,283,$$,92,A
Paseo San Miguel,4.0,148,$,94,A
Van Leeuwen Artisan Ice Cream,4.0,186,$$,99,A
Klatch Coffee,4.5,651,$,93,A
Robek Juice,3.5,81,$,99,A
Wendy's,3.5,131,$,99,A
Gold Star Hamburgers,3.5,261,$,98,A
Franklin & Company Tavern,3.5,455,$$,90,B
Yellow Basket,3.5,86,$,94,A
Quiznos,4.0,39,$,99,A
A Divine H2O,4.5,104,$$,94,A
The Tea & Coffee Exchange,3.5,140,$,92,A
Junior Pizza,4.0,62,$,95,A
Outback Steakhouse,3.0,326,$$,96,A
Awash Restaurant,4.5,369,$$,91,A
Curry House,3.5,899,$$,92,A
Mary's Cake Shop,3.5,119,$$,93,A
Hedley's Restaurant,4.0,192,$$,90,B
Boston Lobster,4.5,737,$$,94,A
Queens Char Burgers,4.0,139,$,90,B
Cafe Amici,4.0,174,$$,90,B
Mr Goods Donuts Shop,4.0,45,$,90,B
Seattle Fresh,4.5,124,$$,100,A
La Cocinita,4.5,190,$,95,A
Which Wich,4.0,164,$,98,A
Tommy's Original World Famous Hamburgers,3.5,234,$,95,A
Maggie's Donuts,4.0,46,$,93,A
Bonsai Garden SushiBar,3.0,231,$$,97,A
California Poke House,4.0,196,$$,96,A
KFC,2.0,47,$,92,A
Laemmle's Claremont 5,4.0,168,na,97,A
TOMS,4.0,251,$$,93,A
Yanagi Sushi,4.0,237,$$,96,A
Fair Oaks Pharmacy and Soda Fountain,3.5,738,$$,94,A
Doheny Room,3.0,249,$$$,93,A
Pinkberry,3.5,117,$,99,A
Poseidon Restaurant & Lounge,4.5,63,$$,91,A
Tous Les Jours,3.5,107,$$,90,B
Dino's Chicken and Burgers,3.5,186,$,90,B
PIPS On La Brea,3.5,389,$$,90,B
The Plaza Market,3.5,40,$$,97,A
Amapola Super Deli & Market,2.5,72,$,90,B
Redline Food & Bar,4.0,99,$$,96,A
Original Pantry Cafe,3.5,2725,$$,96,A
SanSai Japanese Grill,3.0,90,$,90,B
Me Gusta Gourmet Tamales,4.0,191,$,100,A
Lenzini's Pizza,4.0,343,$,95,A
Hu's Szechwan Restaurant,3.5,378,$$,90,B
Redondo Car Wash,4.5,324,na,96,A
Shiki Sushi - Glendale,3.5,227,$$,90,B
Boba Time,3.5,247,$,99,A
Carnival Restaurant,4.0,756,$$,93,A
Ding Tea Artesia,4.5,54,$,100,A
Taqueria Los Primos,3.0,48,$,96,A
Wings & Pot,4.0,135,$$,90,B
Roast To Go,4.0,141,$,92,A
Miso Sushi,3.0,72,$$,94,A
Sunday Bistro,3.0,613,$$,75,C
Beverly Soon Tofu Restaurant,4.0,1346,$$,95,A
Happy Days Cafe,4.0,666,$,96,A
Fidel's Pizza,4.5,165,$,94,A
Anzu Japanese Gourmet,4.5,161,$,92,A
Pepe's Finest Mexican Food,3.5,308,$,95,A
Founders Ale House,4.5,173,$$,95,A
The Broken Yolk Cafe,4.0,944,$$,91,A
Catalina Cantina,2.5,311,$$,87,B
Chipotle Mexican Grill,2.0,173,$,98,A
TOGO'S Sandwiches,3.5,69,$,91,A
Sportsmen's Lodge Hotel,2.5,405,$$,96,A
Mon Land Hot Pot City,3.5,180,$$,91,A
Rock'n Pies,4.0,97,$$,94,A
Steak ’n Shake,2.5,540,$,97,A
Thai Pepper Restaurant,4.0,120,$,93,A
Tom's Famous Hamburgers,3.0,47,$,94,A
Newport Seafood Restaurant,4.0,2584,$$,93,A
Panda Wok  BBQ,3.0,53,$,82,B
Tacos Mexico,3.0,99,$,90,B
Chi's Chinese Cuisine,4.0,685,$$,91,A
Six Flags Magic Mountain,3.0,2740,na,97,A
Adobo Taco Grill,4.5,1549,$,90,B
Hotel Erwin,3.5,393,$$$,96,A
Rio's Pizza,3.5,344,$$,93,A
Tutti Frutti Frozen Yogurt,4.5,196,$,98,A
Nolan & Taft Management,2.5,63,na,95,A
Grilliant,4.0,311,$$,91,A
American Junkie,3.5,947,$$,92,A
El Espino Restaurant,3.0,46,$,97,A
Birrieria Jalisco,4.0,164,$$,97,A
El Pescador - El Monte,3.5,225,$$,96,A
Jade Snow,4.5,91,$$,93,A
Santa Clarita Lanes,3.0,102,na,97,A
Sushi USA,4.0,131,$$,90,B
Plaza West Covina,3.0,199,$$,95,A
Manchego,4.5,727,$$,90,B
The Green Olive,3.5,86,$,96,A
L&L Hawaiian Barbecue,3.0,165,$,94,A
Ocean View Café,4.0,278,$$,91,A
Menchie's Frozen Yogurt,4.0,51,$,93,A
Knox Deli,4.5,50,$,93,A
Oro's Pizza & Bakery,4.5,116,$,95,A
El Gallo Pinto,4.0,150,$$,90,B
Chin Chin,3.0,375,$$,91,A
Domino's Pizza,2.0,59,$,96,A
Buchun Gamjatang,4.0,64,$$,90,B
Design Cafe Dabang,4.5,156,$$,94,A
Cake & Art,4.5,314,$$,96,A
La Paz Bakery,4.5,189,$,92,A
Red Top Kitchen,4.5,240,$,95,A
Taco Bell,2.5,72,$,98,A
Chocolate Opulence,4.0,73,$$,90,B
The Canyon Club,2.5,437,$$,91,A
Zinc Cafe & Market,4.0,1469,$$,90,B
El Rio Bravo Restaurant,4.0,278,$$,94,A
Wa Sushi & Bistro,4.0,262,$$$,95,A
ABC Seafood,3.0,308,$,91,A
Bibigo Fresh Korean Kitchen,3.5,177,$,90,B
Izakaya Akatora,3.5,696,$$,93,A
La Cabana Restaurant,4.0,79,$$,91,A
Big Softee,4.5,170,$,96,A
AYCE Sushi,3.5,828,$$,90,B
Marmalade Cafe - El Segundo,3.5,863,$$,94,A
Original Kabob Factory,4.5,850,$$,96,A
Thai Dishes,3.0,412,$$,91,A
Birrieria Apatzingan,4.5,53,$,90,B
Chipotle Mexican Grill,3.0,202,$,93,A
King's Kabob,3.5,179,$,91,A
Toasted and Roasted,4.5,205,$$,99,A
Hotel Casa Del Mar,4.0,356,$$$,99,A
Bluestone Lane,4.0,44,$$,90,B
Veggie Grill,4.0,646,$$,94,A
Green Zone,4.0,1681,$$,83,B
Patricio's Grill and Pasta,4.5,52,$$,95,A
Miso Sushi,3.0,189,$$,94,A
Caffe Luxxe,4.0,407,$$,100,A
No Ghost Bears,4.5,249,$,92,A
Kagura El Segundo,4.0,223,$$,90,B
Santa Fe Cafe,3.5,148,$,96,A
Captain Kidd's,3.5,838,$$,92,A
Rock Dog and Cat,5.0,162,na,95,A
Windward Farms,4.0,68,$,92,A
Darya Restaurant,3.5,431,$$,95,A
SAUSAL,4.0,603,$$,90,B
Zono Sushi,4.0,208,$$,92,A
Tacos Way,3.0,150,$$,96,A
Chalio Birrieria,4.0,113,$$,94,A
Flame Broiler,3.0,53,$,96,A
Paseo San Miguel Restaurant,4.0,52,$$,91,A
TNT Tortas & Tacos,4.0,469,$,98,A
Jersey Mike's Subs,3.0,63,$,98,A
The Hangar Inn,4.0,169,$,90,B
Brooklyn Brick Oven Pizza,3.5,149,$,90,B
Bottega Louie,4.0,15786,$$,90,B
Sultan Restaurant,4.0,310,$,92,A
IHOP,2.5,121,$$,98,A
Alea Cafe Long Beach,3.5,60,$,94,A
Raffi's Place,4.5,3675,$$,97,A
Jersey Mike's Subs,3.0,265,$$,90,B
Sand Canyon Country Club,3.5,190,na,96,A
Touhmi,3.5,197,$$,90,B
Town Cafe,4.0,120,$,94,A
Daru Sushi,4.5,242,$$,95,A
Industry Cafe & Jazz,4.0,286,$$,90,B
Los Jarritos Restaurants,4.0,535,$,92,A
Continental Kosher Bakery,4.5,70,$$,97,A
Starfish Sushi,4.0,231,$$,94,A
Chomak,4.0,75,$$,90,B
Diamond Buffet & Grill,3.5,196,$$,92,A
Tita Celia's,3.5,305,$,93,A
El Senor Taco,3.5,43,$,91,A
Bread Lounge,4.5,649,$$,92,A
Happy Harbor Cuisine,3.0,227,$$,85,B
Front Page Jamaican Grille,4.5,459,$$,91,A
Temakitto,4.5,377,$$,90,B
Birrieria Chalio,2.0,66,$$,90,B
Baja Rosarito,4.0,44,$,92,A
Edible Arrangements,3.5,47,$$,98,A
Think Cafe,4.0,219,$$,93,A
Club Tee Gee,4.0,99,$,98,A
Shin-Sen-Gumi Shabu-Shabu & Japanese BBQ,4.0,612,$$,94,A
Nicola's Kitchen,4.0,497,$$,93,A
Drug Works Cafe,4.0,229,$,92,A
Ajisen Ramen,3.5,404,$$,91,A
TOWN Pizza,4.0,520,$,94,A
Hoy-Ka Thai Restaurant,4.5,1467,$,95,A
William's Donuts,4.0,51,$,92,A
Heektea,3.0,134,$,97,A
The Rice Street,4.0,196,$,90,B
The Crab Shack,4.0,913,$$,90,B
Best Fish Taco In Ensenada,4.0,2029,$,92,A
Sushi N Go,4.5,669,$,91,A
Tacos Jr's,4.0,149,$,97,A
Omni Los Angeles Hotel at California Place,4.0,623,$$$,100,A
Taipan Bakery,3.5,61,$,94,A
Cafe Dahab,3.5,298,$$,90,B
Sunset Marquis,4.5,197,$$$,91,A
Dolcenero Gelato,4.5,172,$,97,A
Wildcraft,4.0,906,$$,96,A
Cafe Mak,3.5,748,$$,91,A
H Salt Esquire Fish & Chips,3.5,64,$,90,B
Golden State,4.0,1452,$$,93,A
Hiko Sushi,4.0,360,$$$,98,A
Hoke Poke,4.0,322,$$,96,A
Raspados El Mazatleco,4.5,54,$,95,A
Afters Ice Cream,4.0,300,$,96,A
El 7 Mares Express,3.5,63,$,95,A
Kokio Chicken,4.0,207,$$,96,A
Eatalian Cafe,4.0,2432,$$,95,A
Sushi Mac,3.5,521,$,96,A
Jimmy's Famous American Tavern,4.0,1188,$$,97,A
Alfredo's Mexican Restaurant,3.5,167,$$,90,B
Super Ninja Japanese Sushi Cuisine,4.5,148,$$,94,A
Taco Chabelita,3.0,212,$,90,B
CAVA,4.0,194,$$,90,B
Annapurna Cuisine,4.0,492,$$,90,B
Denny's,2.5,140,$,95,A
Cafe Brasil,4.0,768,$$,95,A
Sunny Shine BBQ,3.5,71,$,93,A
MountainGate Country Club,4.0,58,na,97,A
Siam I Am,4.0,486,$,92,A
Taliza Coffee,4.5,112,$,92,A
Denny's,2.5,220,$$,96,A
Landmark Wine Bar,3.0,57,$$,99,A
Nicole's Gourmet Coffee & Chocolate Shop,3.5,52,$,98,A
Walt's Bar,4.5,59,$$,98,A
Indus by Saffron,4.0,188,$,94,A
La Cocina Restaurant,3.5,193,$$,91,A
Albert's Mexican Food,3.5,181,$,92,A
Tamaleria Maria's,3.5,78,$,85,B
Northern Cafe,3.0,189,$$,82,B
Wingstop,2.5,247,$$,96,A
Ten Ren's Tea Time,3.5,520,$,91,A
Dave & Buster's,3.0,1213,$$,99,A
Lemonade,3.5,479,$$,91,A
Alberts Mexican Food,3.0,102,$,94,A
The Brickyard Pub,4.5,109,$$,100,A
Mariscos El Jato,4.0,357,$,100,A
Oxford Suites Lancaster,4.0,94,$$,97,A
El Pollo Loco,2.5,46,$,86,B
El Morfi Grill,4.0,308,$$,95,A
Top Thai Cuisine,4.0,287,$$,97,A
Tamara's Tamales,4.0,177,$,90,B
OK Chinese Food,3.5,157,$,91,A
EP & LP,3.0,1108,$$,95,A
Oriental Breeze,4.0,123,$$,90,B
Burger City Grill,4.0,355,$$,91,A
The Hummus Factory,3.5,200,$$,98,A
Lot 1 Cafe,4.0,242,$$,93,A
Vertigo Event Venue,5.0,192,na,94,A
Pepe's Mexican Restaurant,3.5,309,$$,95,A
Bionicos Jalisco,4.0,42,$,96,A
Round Table Pizza,3.5,80,$$,94,A
Jazz Cat Restaurant,4.0,1471,$$,96,A
Roscoe's House of Chicken & Waffles,3.5,2219,$$,94,A
Philly's Best,4.0,254,$,97,A
Horse Thief BBQ,3.5,750,$$,98,A
Tiato,3.5,330,$$,98,A
Cindy's Noodle Land,3.5,76,$,90,B
Udupi Palace,3.5,402,$$,96,A
The M-Bar / The Metropolitan,3.5,54,$,95,A
Rhythm Room LA,4.5,196,$$,95,A
The Stalking Horse Brewery & Freehouse,4.0,199,$$,91,A
Fatburger,3.0,82,$$,94,A
The Greatest,3.5,51,$,96,A
Farley's Gelato & Coffee Roasting,3.0,350,$,95,A
Cha Cafe,4.0,982,$,93,A
Los Angeles International Airport - LAX,2.5,5755,na,94,A
Tramp Stamp Granny's,4.5,65,$$,97,A
Te Amo Pizza,4.5,294,$,97,A
Davenport's Restaurant,4.5,406,$$$,95,A
Jimmy John's,3.0,122,$,97,A
Garcias Fruits,4.5,413,$,94,A
Fred 62,3.5,2159,$$,97,A
Erin McKenna's Bakery,4.0,561,$$,91,A
Nino's Pizza Italian Restaurant,4.0,84,$$,91,A
El Pollo Loco,3.5,50,$,96,A
Alberto's Mexican Food,2.0,135,$,91,A
Ono Hawaiian BBQ,3.0,50,$,97,A
The Escondite,4.0,638,$$,91,A
Chipotle Mexican Grill,2.5,197,$,98,A
Shakey's Pizza Parlor,3.0,74,$$,90,B
Sunset Room,4.0,188,$$,90,B
Foxfire Room,4.0,168,$,98,A
Garden Bistro,4.0,728,$$,90,B
Employees Only,4.5,133,$$,94,A
Chang's Garden,3.5,297,$$,91,A
Big Mama's & Papa's Pizzeria,3.0,93,$$,90,B
Hot Bowl,3.5,132,$,92,A
Simmzy's,4.0,1114,$$,90,B
Golden Bird,4.0,52,$,95,A
Petit Trois,3.5,336,$$$,93,A
Pizza Studio,4.0,206,$,93,A
El Sazon Oaxaqueno,3.5,93,$,96,A
K-ZO,4.0,720,$$$,94,A
Rejuice,4.5,224,$$,96,A
Min's Kitchen,4.0,288,$$,90,B
Panda Wok,3.5,66,$,91,A
Yoga-urt,4.5,396,$$,92,A
Miss Tea,4.5,280,$,99,A
Yard House,3.5,572,$$,93,A
Octopus Japanese Restaurant,3.5,1376,$$,94,A
Pete's Complete Auto Repair,5.0,71,na,95,A
Mr Pizza & Kabob,3.0,54,$$,92,A
The Boiling Crab,3.5,297,$$,99,A
D'Amore's Famous Pizza,3.0,186,$,97,A
Panini Kabob Grill,4.0,1150,$$,92,A
Huli Huli Hawaiian Grill & Teabar,4.0,72,$,94,A
Noodle Monster,4.0,509,$$,95,A
Courtyard Cafe,4.5,168,$,92,A
WaBa Grill,4.0,70,$,92,A
Zono Sushi,4.0,437,$$,90,B
Tacos Ensenada,3.5,80,$,84,B
Poké Bar,4.5,100,$$,98,A
Dino's Chicken and Burgers,4.0,1872,$,90,B
Red Ribbon Bakeshop,3.5,51,$,96,A
Half & Half Tea Express - Monterey Park,3.5,2596,$,97,A
Chop Stop,4.0,154,$,93,A
Catch 21,4.0,99,$,92,A
Pita Pit,4.0,207,$,92,A
Big Mama's & Papa's Pizzeria,3.5,211,$$,95,A
DK's Donuts of Orange,4.5,749,$,95,A
The Coffee Roaster,4.5,256,$,92,A
Fish Tail Grill & Poke,4.0,686,$$,90,B
Flappers Comedy Club & Restaurant,3.5,127,$$,97,A
JJ2 Bakery,3.5,169,$,81,B
Crazy Hot Wings,4.5,373,$,94,A
Little Szechwan,4.0,148,$,94,A
Galbi King,3.0,474,$$,97,A
El Gaucho Meat Market,4.5,295,$,91,A
Jims Charbroiled Burgers,3.5,43,$,80,C
Heritage Park,4.5,237,na,95,A
Islands Fine Burgers & Drinks,3.5,353,$$,94,A
CUT Lounge,4.0,87,$$$,97,A
Pita kitchen,4.0,966,$,95,A
Millennium Biltmore Los Angeles,3.0,899,$$$,92,A
Kettle Glazed Doughnuts,4.5,757,$,96,A
Las Dunas,3.5,88,$$,90,B
The LINE LA,3.5,755,$$,91,A
Creamistry,4.0,123,$$,95,A
The Claremont Club,3.5,107,na,93,A
Golden Panda Buffet,3.5,147,$$,94,A
Porto's Bakery & Cafe,4.5,7960,$,99,A
J & A's Cafe,4.0,66,$,97,A
Massis Kabob - The Original Kabobery,3.0,270,$$,95,A
Americana Buffet & Grill,2.0,57,$$,82,B
Lazy Dog Restaurant & Bar,4.0,1119,$$,90,B
WeHo Bistro,4.0,598,$$,93,A
The Snug,4.0,177,$,94,A
Taco Gourmet Simply Fresh,4.5,183,$,94,A
Chef Chen,4.5,123,$,87,B
Aztig Grill,3.5,168,$,90,B
Kosmos Burgers II,3.0,179,$,92,A
Krungsri Thai Food,4.0,294,$,95,A
Jollibee,3.0,233,$,98,A
Fresh Roast,4.0,762,$,90,B
Curry House,3.5,899,$$,90,B
Bryan's Pit Barbeque,2.5,148,$$,94,A
Knead & Co Pasta Bar+Market,3.5,213,$$,95,A
Taco Bell,2.0,50,$,96,A
Ni Ni Bakery,3.5,67,$,90,B
Seven Grand,4.0,2045,$$,99,A
Salsa & Beer,4.0,2247,$$,95,A
Anaheim Packing District,4.0,2091,na,99,A
Leelin Bakery & Cafe,4.0,89,$,97,A
Bob's Freeze,4.5,50,$,92,A
Jolly Donuts,4.0,60,$,96,A
Tomoya Sushi & Izakaya,4.0,734,$$,94,A
Garnish Cafe,4.0,158,$$,93,A
Bizarra Capital,4.0,771,$$,94,A
SunLife Organics,4.0,146,$$,93,A
Sushi Bei,4.0,144,$$,90,B
DK's Donuts & Bakery,4.0,1935,$,90,B
The Peppermint Club,2.5,77,$$$,92,A
El Capitan Theatre,4.5,784,na,98,A
Santino's NY Pizza,4.0,372,$$,94,A
Xris Burgers,4.0,86,$,95,A
FIN Asian Tapas - Hollywood,4.5,75,$$$,93,A
Big Mama's & Papa's Pizzeria - Burbank,3.0,375,$$,93,A
Le Pain Quotidien,4.0,169,$$,94,A
Uovo,4.0,588,$$,95,A
Gentaro Soba,3.5,173,$,92,A
Koji Ramen,4.0,127,$,91,A
Mama's Table,4.0,251,$$,94,A
Royal Lounge,3.5,80,$,93,A
Le Pain Quotidien,4.0,313,$$,95,A
D-Town Burger Bar,3.5,297,$,90,B
Jino's Pars,4.0,477,$$,91,A
BJ's Restaurant & Brewhouse,2.5,1029,$$,92,A
La Michoacana,4.5,93,$,94,A
P.F. Chang's,3.0,444,$$,96,A
Jo Peeps NY Pizza,4.0,117,$,95,A
Yummy Cupcakes,3.5,854,$$,96,A
Genwa Korean BBQ,4.5,2648,$$,93,A
Crispy Crust,4.0,292,$,93,A
Dragon Herbs,4.5,44,$$,97,A
Romano's Macaroni Grill,3.0,477,$$,93,A
Circus Sandwich Shop,4.0,59,$,94,A
The Stinking Rose,4.0,3957,$$,93,A
Oh My Burger,4.5,1037,$$,90,B
Fat Sal's,4.0,1796,$$,90,B
Bay Garden Cafe,3.5,81,$$,91,A
True Food Kitchen,4.0,742,$$,93,A
Los Amigos Mexican Grill and Cantina,3.5,85,$$,92,A
Sunny Blue,4.0,354,$,97,A
Fred's Downhome Burgers,4.0,239,$,90,B
Bottega Louie,4.0,15786,$$,90,B
Arirang Supermarket,3.5,229,$$,91,A
Super A Foods,3.5,72,$,93,A
Purgatory Pizza,4.0,659,$$,96,A
Subway,2.5,40,$,95,A
Super Teriyaki,4.0,58,$,96,A
Club 33,4.5,883,$$$$,91,A
Frootopia Frozen Yogurt,4.5,67,$,96,A
Embassy Suites by Hilton Arcadia - Pasadena Area,3.0,190,$$,99,A
Energy Karaoke,3.0,230,$$,93,A
Olympic Spa,4.0,916,$$,94,A
Earth Wind & Flour,3.5,289,$$,90,B
La Parrilla,3.0,318,$$,90,B
Gravina Malibu,4.0,100,$$$,93,A
ahipoki bowl,4.0,557,$,96,A
Springbok Bar & Grill,4.0,625,$$,90,B
R & R Soul Food Restaurant,3.5,421,$$,91,A
Ojiya,3.5,176,$$,90,B
TacosWay,3.5,298,$,94,A
Giuliano's Delicatessen,4.5,741,$,90,B
Jake's Roadhouse,4.0,518,$$,96,A
Roger's Burgers,4.0,185,$,91,A
Santa Anita Golf Course,3.5,87,na,92,A
Quickly Boba,3.5,127,$,96,A
Caffe Vita Silverlake,3.5,317,$$,98,A
Mediterranean Delight,4.0,46,$$,92,A
Manhattan Bread & Bagel,3.5,320,$,91,A
Woody's Bar-B-Que,3.5,196,$$,90,B
Classic Le Palais Pastry,4.5,67,$$,93,A
Sheng Hui Dim Sum,4.5,124,$,96,A
IHOP,3.0,197,$$,97,A
Eggslut,4.0,5258,$,98,A
Bodhi Bowl,4.5,217,$,92,A
Pho Pch,4.0,442,$,95,A
El Tarasco,3.5,211,$,90,B
Mongolian Hashen BBQ,3.5,83,$,81,B
Johns Drive-In Hamburgers,4.0,41,$,95,A
Green Crush - West Covina,4.0,41,$$,93,A
Highland Park Bowl,4.0,483,$$,98,A
Spaghetti Eddie's Cucina Italiana,4.0,577,$$,96,A
El Puerto Escondido,3.0,260,$$,92,A
Ragin Cajun Cafe,4.0,1156,$$,90,B
Stone Oven,4.0,232,$,97,A
The Rice Teriyaki Sushi Roll,3.5,78,$,93,A
Ostioneria El Compa,4.5,93,$$,99,A
Normandie Cafe,3.0,54,$$,91,A
Chinese Delight,3.5,318,$,93,A
Off Street Cafe,4.5,1677,$$,90,B
The Krave Kobe Burger Grill,4.0,422,$$,93,A
Triple Beam Pizza,4.0,313,$$,94,A
Cookie Dough Dreams,4.5,97,$$,98,A
Franklin Canyon Park,3.5,252,na,100,A
eLoong Dumplings,4.5,399,$$,95,A
"Laurent's ""Le"" Coffee Shop",4.5,78,$,99,A
Evan Angelo's Gelateria and Coffee Bar,4.5,442,$,95,A
InterContinental Los Angeles Downtown,3.5,265,$$$,91,A
Pat's II Cocktail Lounge,3.5,51,$,95,A
Oceana Beach Club Hotel,4.0,93,$$$,92,A
Valley Sandwiches,4.5,91,$,88,B
100 Por Ciento Las Frutas,3.0,53,$,97,A
El Burro - Tacos & Beer,4.0,191,$,97,A
Vincenzo's Terrazza,4.0,442,$$,96,A
Kamon Sushi,4.0,536,$$,90,B
Joxer Daly's,4.0,366,$,90,B
Pierre Garden,3.5,110,$$,94,A
Pho Tasty,4.0,1455,$,93,A
Nekter Juice Bar,4.0,385,$$,95,A
Riverside Grill & Bar,4.0,579,$$,91,A
Back On the Beach,3.5,425,$$,95,A
Marinate,5.0,145,$,90,B
Clay Pit Indian Kitchen,4.5,110,$$,91,A
El Buen Gusto,4.0,146,$,94,A
Tacos Los Desvelados,3.0,239,$,100,A
Half & Half Tea Express,3.5,1791,$,92,A
Kopan Ramen - Monterey Park,4.0,220,$$,91,A
Busby's East,3.0,856,$$,98,A
Neno's Italian Cafe,3.0,104,$$,76,C
République,4.0,4440,$$,97,A
Pepe's Finest Mexican Food,3.0,230,$,91,A
Taron Bakery,4.0,86,$,94,A
