ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-05-15,"CLARKE, SHALINA",FA0138624,MAD MEN DELI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5301 VENICE BLVD,LOS ANGELES,90019,94,A,"5301 VENICE BLVD, LOS ANGELES, CA 90019"
2018-08-01,"ZANKOU CHICKEN GRANADA, INC.",FA0055586,ZANKOU CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,17949 CHATSWORTH ST,GRANADA HILLS,91344,94,A,"17949 CHATSWORTH ST, GRANADA HILLS, CA 91344"
2018-08-30,KILLER SHRIMP MARINA DEL REY,FA0064797,KILLER SHRIMP BAR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4211 ADMIRALTY WAY,MARINA DEL REY,90292,90,A,"4211 ADMIRALTY WAY, MARINA DEL REY, CA 90292"
2018-07-16,CWT GROUP LLC,FA0250160,BAJA FRESH,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8495 W 3RD ST,LOS ANGELES,90048,92,A,"8495 W 3RD ST, LOS ANGELES, CA 90048"
2018-07-24,"GRACIAS MADRE WEHO, LLC",FA0144589,GRACIAS MADRE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,8905 MELROSE AVE,WEST HOLLYWOOD,90069,91,A,"8905 MELROSE AVE, WEST HOLLYWOOD, CA 90069"
2018-01-09,"HONG, YONG S",FA0024412,FRESH DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3220 W CENTURY BLVD STE #104,INGLEWOOD,90303,92,A,"3220 W CENTURY BLVD STE #104, INGLEWOOD, CA 90303"
2018-02-16,AN DUK JOO,FA0042702,NRGIZE UNIVERSAL CITY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3400 CAHUENGA BLVD W BLDG A,LOS ANGELES,90068,99,A,"3400 CAHUENGA BLVD W BLDG A, LOS ANGELES, CA 90068"
2018-09-20,CUTLET LP,FA0167672,CUTLET LP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,412 N FAIRFAX AVE,LOS ANGELES,90036,98,A,"412 N FAIRFAX AVE, LOS ANGELES, CA 90036"
2018-04-05,AZARIAN BROTHERS INC,FA0245932,MENCHIE'S FROZEN YOGURT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4929 EAGLE ROCK BLVD,EAGLE ROCK,90041-1906,95,A,"4929 EAGLE ROCK BLVD, EAGLE ROCK, CA 90041-1906"
2018-09-18,ALPINE MARKET INC.,FA0005608,ALPINE MARKET,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,833 W TORRANCE BLVD,TORRANCE,90502,95,A,"833 W TORRANCE BLVD, TORRANCE, CA 90502"
2018-09-19,"YU JUNG RESTAURANT, INC.",FA0074332,YOU JUNG RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,533 S WESTERN AVE # #C,LOS ANGELES,90020,90,A,"533 S WESTERN AVE # #C, LOS ANGELES, CA 90020"
2018-04-09,KOI LP,FA0033589,KOI RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,730 N LA CIENEGA BLVD,LOS ANGELES,90069,91,A,"730 N LA CIENEGA BLVD, LOS ANGELES, CA 90069"
2018-05-16,JUNEJA SUBWAY INC,FA0049405,SUBWAY SANDWICHES & SALADS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,350 S INDIAN HILL BLVD,CLAREMONT,91711,94,A,"350 S INDIAN HILL BLVD, CLAREMONT, CA 91711"
2018-08-28,MIDARAE INC.,FA0261961,KWON'S RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1625 HOLT AVE,POMONA,91768,84,B,"1625 HOLT AVE, POMONA, CA 91768"
2018-09-20,NEW CENTURY LOBSTER RESTAURANT,FA0252267,NEW CENTURY LOBSTER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8518 E VALLEY BLVD #101 -102,ROSEMEAD,91770,97,A,"8518 E VALLEY BLVD #101 -102, ROSEMEAD, CA 91770"
2018-08-14,VERICELLA PASQUALE,FA0063842,IL CIELO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9018 BURTON WAY,BEVERLY HILLS,90211,90,A,"9018 BURTON WAY, BEVERLY HILLS, CA 90211"
2018-08-29,"WANG, CHISUING",FA0136698,GOLDEN CHINA EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9550 FLAIR DR #115,EL MONTE,91731,94,A,"9550 FLAIR DR #115, EL MONTE, CA 91731"
2018-09-24,"MENDOCINO FARMS, LLC",FA0176794,MENDOCINO FARMS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,840 S PACIFIC COAST HWY # 100,EL SEGUNDO,90245,97,A,"840 S PACIFIC COAST HWY # 100, EL SEGUNDO, CA 90245"
2018-09-24,"HAROLD'S PLACE, INC",FA0016492,HAROLD'S PLACE BAR,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,1908 S PACIFIC AVE,SAN PEDRO,90731,93,A,"1908 S PACIFIC AVE, SAN PEDRO, CA 90731"
2018-07-26,USC HOSPITALITY SERVICES,FA0138674,VERDE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3607 TROUSDALE PKWY,LOS ANGELES,90089,98,A,"3607 TROUSDALE PKWY, LOS ANGELES, CA 90089"
2018-08-28,PANDA EXPRESS INC.,FA0043082,PANDA EXPRESS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2204 SAWTELLE BLVD # 412,LOS ANGELES,90064,95,A,"2204 SAWTELLE BLVD # 412, LOS ANGELES, CA 90064"
2018-09-21,BROOKLYN WATER BAGEL CO.,FA0162789,BROOKLYN WATER BAGEL,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,8732 SEPULVEDA BLVD,LOS ANGELES,90045,90,A,"8732 SEPULVEDA BLVD, LOS ANGELES, CA 90045"
2018-07-11,CKPP INC.,FA0261706,KOKIO CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1111 PACIFIC COAST HWY # 17,HARBOR CITY,90710,94,A,"1111 PACIFIC COAST HWY # 17, HARBOR CITY, CA 90710"
2018-06-13,CALIFORNIA  GLATT MART INC.,FA0025455,GLATT MART,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8708 W PICO BLVD,LOS ANGELES,90035,96,A,"8708 W PICO BLVD, LOS ANGELES, CA 90035"
2018-06-07,"LIM, DANIEL",FA0043543,PAZZO PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11104 W OLYMPIC BLVD,LOS ANGELES,90064,96,A,"11104 W OLYMPIC BLVD, LOS ANGELES, CA 90064"
2018-05-01,STORMY MARIE BARAJAS,FA0240774,SWEETZY TREATZY,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,40340 E 170TH ST # G,PALMDALE,93591,98,A,"40340 E 170TH ST # G, PALMDALE, CA 93591"
2018-05-14,P & N CAPITAL INVESTMENT CORP.,FA0251603,THE FLAME BROILER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2532 E WORKMAN AVE,WEST COVINA,91790,93,A,"2532 E WORKMAN AVE, WEST COVINA, CA 91790"
2017-07-14,"SARABIA, GUADALUPE",FA0042502,OLYMPIC BASKET,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5138 E OLYMPIC BLVD,LOS ANGELES,90022,91,A,"5138 E OLYMPIC BLVD, LOS ANGELES, CA 90022"
2018-08-16,ZAPATA NUCCIO INC,FA0050407,SUR RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,606 N ROBERTSON BLVD,WEST HOLLYWOOD,90069,92,A,"606 N ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069"
2018-09-12,SUB DEE INC.,FA0035618,SUSHI SU,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5015 CORNELL RD STE #H,AGOURA HILLS,91301,96,A,"5015 CORNELL RD STE #H, AGOURA HILLS, CA 91301"
2018-09-05,ROSALINDA MEZA GOMEZ,FA0243674,C&C RESTAURANT BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3654 E SLAUSON AVE,MAYWOOD,90270,93,A,"3654 E SLAUSON AVE, MAYWOOD, CA 90270"
2018-09-14,KAM ENTERPRISES LLC,FA0264510,FARMER BOYS GARDENA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,641 W REDONDO BEACH BLVD,GARDENA,90247,92,A,"641 W REDONDO BEACH BLVD, GARDENA, CA 90247"
2018-06-29,"ET, INC",FA0256308,GOLDEN SPOON,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,22259 MULHOLLAND HWY,CALABASAS,91302,91,A,"22259 MULHOLLAND HWY, CALABASAS, CA 91302"
2018-07-10,K-BILT INVESTMENTS LLC.,FA0054953,WINGSTOP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8985 VENICE BLVD # C1-C,LOS ANGELES,90034,97,A,"8985 VENICE BLVD # C1-C, LOS ANGELES, CA 90034"
2018-08-23,"SVS HERMOSA, LLC",FA0149352,DIA DE CAMPO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1238 HERMOSA AVE,HERMOSA BEACH,90254,96,A,"1238 HERMOSA AVE, HERMOSA BEACH, CA 90254"
2018-07-31,LIV. SEANG T.,FA0018311,J&B DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2345 W WHITTIER BLVD,MONTEBELLO,90640,91,A,"2345 W WHITTIER BLVD, MONTEBELLO, CA 90640"
2018-08-28,LUU EVA,FA0005971,BODA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2310 PASADENA AVE STE # 102,LOS ANGELES,90031,82,B,"2310 PASADENA AVE STE # 102, LOS ANGELES, CA 90031"
2018-07-12,TASTY GARDEN,FA0248979,ZUI XIANG YUAN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1269 E VALLEY BLVD,ALHAMBRA,91801-5235,91,A,"1269 E VALLEY BLVD, ALHAMBRA, CA 91801-5235"
2018-09-25,ORDER FIRE MIRACLE LLC,FA0241108,COMMERSON,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,736 S LA BREA AVE,LOS ANGELES,90036,96,A,"736 S LA BREA AVE, LOS ANGELES, CA 90036"
2018-07-05,"OROZCO, FERNANDO",FA0034664,LA MICHOACANA PALATERIA Y NE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7922 E ROSECRANS AVE N,PARAMOUNT,90723,98,A,"7922 E ROSECRANS AVE N, PARAMOUNT, CA 90723"
2018-09-25,PORNSAK POTEE,FA0239684,PINK ELEPHANT THAI JAPANESE FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,22039 SHERMAN WAY,CANOGA PARK,91303,91,A,"22039 SHERMAN WAY, CANOGA PARK, CA 91303"
2018-02-15,KARJ CREAM INC.,FA0224569,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,856 E ROUTE 66,GLENDORA,91740,97,A,"856 E ROUTE 66, GLENDORA, CA 91740"
2018-04-27,"HERMANDEZ, MARIA",FA0034941,LA PLACITA COCTELES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8610 VAN NUYS BLVD STE 13,PANORAMA CITY,91402,96,A,"8610 VAN NUYS BLVD STE 13, PANORAMA CITY, CA 91402"
2018-09-07,GROUNDWORK COFFEE LLC.,FA0250154,GROUNDWORK COFFEE 365 PICO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2121 CLOVERFIELD BLVD,SANTA MONICA,90404-5226,95,A,"2121 CLOVERFIELD BLVD, SANTA MONICA, CA 90404-5226"
2018-09-12,MHILL ENT. INC,FA0250239,OLDE TYME ICE CREAM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1101 MCKINLEY AVE BLD 4,POMONA,91768,100,A,"1101 MCKINLEY AVE BLD 4, POMONA, CA 91768"
2018-05-29,"KIM, KI SOOK & HYUNG HO",FA0055247,YANG SAN BAK,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3601 W 6TH ST,LOS ANGELES,90020,90,A,"3601 W 6TH ST, LOS ANGELES, CA 90020"
2018-09-14,"ATOYAN,THOMAS C DBA",FA0031563,SAKO'S SANDWICH SHOP,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,12000 SLAUSON AVE,SANTA FE SPRINGS,90670,92,A,"12000 SLAUSON AVE, SANTA FE SPRINGS, CA 90670"
2018-05-21,BP FARMERS MARKET,FA0156819,BLAZE PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,110 S FAIRFAX AVE A14,LOS ANGELES,90036,95,A,"110 S FAIRFAX AVE A14, LOS ANGELES, CA 90036"
2018-05-15,FRED JORDAN MISSION INC.,FA0149820,FRED  JORDAN MISSION,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,445 TOWNE AVE,LOS ANGELES,90013-2124,95,A,"445 TOWNE AVE, LOS ANGELES, CA 90013-2124"
2018-09-14,CREPES DE PARIS INC.,FA0244649,CREPES DE PARIS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,123 S FIGUEROA ST,LOS ANGELES,90012,93,A,"123 S FIGUEROA ST, LOS ANGELES, CA 90012"
2018-05-08,SOUTHWEST WINE & SPIRITS LLC,FA0166185,WALLY'S VINOTECA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,447 N CANON DR,BEVERLY HILLS,90210,94,A,"447 N CANON DR, BEVERLY HILLS, CA 90210"
2018-08-14,"AREAS SKYVIEW LAX JV, LLC",FA0242033,CBTL,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,100 WORLD WAY # 123,LOS ANGELES,90045,97,A,"100 WORLD WAY # 123, LOS ANGELES, CA 90045"
2018-07-31,"DAI, DANIEL M",FA0057992,BANH MI MY THO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,304 W VALLEY AVE,ALHAMBRA,91803,72,C,"304 W VALLEY AVE, ALHAMBRA, CA 91803"
2018-08-23,NVARD ISHKHANYAN,FA0255227,THE POKE HAUS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13826 VENTURA BLVD,SHERMAN OAKS,91423,93,A,"13826 VENTURA BLVD, SHERMAN OAKS, CA 91423"
2018-09-13,ROLL ROLL INC.,FA0046775,ROLL ROLL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,19657 1/2 VENTURA BLVD,TARZANA,91356,93,A,"19657 1/2 VENTURA BLVD, TARZANA, CA 91356"
2018-05-17,BOPHA SOK KHORTH,FA0159686,ANGKOR RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3135 RANCHO VISTA BLVD STE H,PALMDALE,93551,90,A,"3135 RANCHO VISTA BLVD STE H, PALMDALE, CA 93551"
2018-07-31,KAZI FOODS INC.,FA0032070,KENTUCKY FRIED CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,21930 SHERMAN WAY,CANOGA PARK,91303,95,A,"21930 SHERMAN WAY, CANOGA PARK, CA 91303"
2018-09-26,LA ORIG PANADERIA EL SALVADO,FA0033487,LA ORIG PANDERIA EL SALVADOR,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4015 BEVERLY BLVD,LOS ANGELES,90004,94,A,"4015 BEVERLY BLVD, LOS ANGELES, CA 90004"
2018-09-20,SATVINDER SRAON INC.,FA0248108,KFC,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,375 E MISSION AVE,POMONA,91766,95,A,"375 E MISSION AVE, POMONA, CA 91766"
2018-08-07,GOSHEN CUSINE,FA0244723,GOSHEN CUSINE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,212 W 7TH ST,LOS ANGELES,90014-1823,95,A,"212 W 7TH ST, LOS ANGELES, CA 90014-1823"
2018-09-27,"LOPEZ, RAY",FA0019212,JOSIE'S PLACE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,16616 S NORMANDIE AVE,GARDENA,90247,90,A,"16616 S NORMANDIE AVE, GARDENA, CA 90247"
2017-10-26,"BARRIGA, LEOBARDO",FA0023110,LUPITA'S BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2546 W PICO BLVD,LOS ANGELES,90006,97,A,"2546 W PICO BLVD, LOS ANGELES, CA 90006"
2018-07-17,"REFRESH BY EKKAMAI, INC",FA0243505,REFRESH BY EKKAMAI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13215 WASHINGTON BLVD,LOS ANGELES,90066,90,A,"13215 WASHINGTON BLVD, LOS ANGELES, CA 90066"
2018-06-14,"ROLON, ENEDINA",FA0062745,GLORIA COUNTRY BUTCHER SHOP-,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12161 PARAMOUNT BLVD,DOWNEY,90242,86,B,"12161 PARAMOUNT BLVD, DOWNEY, CA 90242"
2018-07-18,NEW REGENERATION LLC.,FA0252758,THE FLAME BROILER GLENDORA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1311 S GRAND AVE # 140,GLENDORA,91740,94,A,"1311 S GRAND AVE # 140, GLENDORA, CA 91740"
2018-09-19,"KOO, MEILYN",FA0008462,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12540 SOUTH ST,ARTESIA,90701,92,A,"12540 SOUTH ST, ARTESIA, CA 90701"
2018-07-12,PANDA EXPRESS INC.,FA0166172,PANDA EXPRESS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1689 W ARTESIA BLVD,GARDENA,90248-3219,95,A,"1689 W ARTESIA BLVD, GARDENA, CA 90248-3219"
2018-07-24,W&H GRILL INC,FA0250955,BURGER BASKET,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12155 FIRESTONE BLVD,NORWALK,90650,85,B,"12155 FIRESTONE BLVD, NORWALK, CA 90650"
2018-07-05,ROCKENWAGNER HANS,FA0046655,ROCKENWAGNER RETAIL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12835 W WASHINGTON BLVD,LOS ANGELES,90066,95,A,"12835 W WASHINGTON BLVD, LOS ANGELES, CA 90066"
2018-03-12,kANG DU INC,FA0158545,BMC PHO SANDWICHES AND SWEETIES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,402 N AZUSA AVE,COVINA,91722,91,A,"402 N AZUSA AVE, COVINA, CA 91722"
2017-07-31,TAMELOVE LLC.,FA0068447,PATTERN BAR,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,100 W 9TH ST,LOS ANGELES,90015,84,B,"100 W 9TH ST, LOS ANGELES, CA 90015"
2018-05-03,"TEA PEARLS, LLC",FA0242939,CHADO TEA ROOM,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1303 EL PRADO AVE,TORRANCE,90501,90,A,"1303 EL PRADO AVE, TORRANCE, CA 90501"
2018-05-29,"URBAN FRANCHISEE HOLDINGS, LLC",FA0164966,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1850 W ROSECRANS AVE,COMPTON,90220,95,A,"1850 W ROSECRANS AVE, COMPTON, CA 90220"
2018-09-12,RAAD HOLDINGS LLC,FA0006202,ANAR INDIAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1807 N CAHUENGA BLVD,LOS ANGELES,90028,82,B,"1807 N CAHUENGA BLVD, LOS ANGELES, CA 90028"
2018-05-24,"MENDOCINO FARMS, LLC",FA0179191,MENDOCINO FARMS,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,631 WILSHIRE BLVD STE E,SANTA MONICA,90401-1501,91,A,"631 WILSHIRE BLVD STE E, SANTA MONICA, CA 90401-1501"
2017-09-11,PEET'S COFFEE & TEA,FA0028087,PEET'S COFFEE & TEA,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,18973 VENTURA BLVD,TARZANA,91356,97,A,"18973 VENTURA BLVD, TARZANA, CA 91356"
2018-04-19,"MCQUAID, MATTHEW",FA0060366,COYOTE CANTINA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,531 N PACIFIC COAST HWY # B,REDONDO BEACH,90277,90,A,"531 N PACIFIC COAST HWY # B, REDONDO BEACH, CA 90277"
2018-09-05,"SBARRO, LLC",FA0032188,SBARRO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3650 W MLK BLVD # FC-10,LOS ANGELES,90008,95,A,"3650 W MLK BLVD # FC-10, LOS ANGELES, CA 90008"
2018-07-23,MARIA HERRERA,FA0177038,TACOS Y MARISCOS MI LINDO CHUY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7922 ROSECRANS AVE STE G,PARAMOUNT,90723,85,B,"7922 ROSECRANS AVE STE G, PARAMOUNT, CA 90723"
2018-08-09,"YL SM 26, INC.",FA0164720,YOGURTLAND,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,304 SANTA MONICA BLVD,SANTA MONICA,90401,96,A,"304 SANTA MONICA BLVD, SANTA MONICA, CA 90401"
2018-05-24,HENG PHAN,FA0171989,TEXAS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4501 WHITTIER BLVD,LOS ANGELES,90022-2453,90,A,"4501 WHITTIER BLVD, LOS ANGELES, CA 90022-2453"
2018-04-10,LILIANA VAZQUEZ,FA0247846,LOMELI'S RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6531 SEVILLE AVE,HUNTINGTON PARK,90255,92,A,"6531 SEVILLE AVE, HUNTINGTON PARK, CA 90255"
2018-05-31,GGLA MANAGEMENT,FA0257306,KEBAB HOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,24201 W VALENCIA BLVD # 124,VALENCIA,91355,98,A,"24201 W VALENCIA BLVD # 124, VALENCIA, CA 91355"
2018-06-29,KNIGHT LIFE COLLECTIVE LLC,FA0174510,TOCA MADERA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8450 W 3RD ST,LOS ANGELES,90048,92,A,"8450 W 3RD ST, LOS ANGELES, CA 90048"
2018-06-28,NUNO D&T MARKET INC,FA0042154,NUNO D&T MARKET,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1605 S HOOVER ST,LOS ANGELES,90006,94,A,"1605 S HOOVER ST, LOS ANGELES, CA 90006"
2018-06-12,10-E LLC,FA0158893,10 - E,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,811 W 7TH ST,LOS ANGELES,90017,90,A,"811 W 7TH ST, LOS ANGELES, CA 90017"
2018-09-11,"CHINA,WOK CORP",FA0050420,PEKING WOK,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,11203 183RD ST,CERRITOS,90703,90,A,"11203 183RD ST, CERRITOS, CA 90703"
2018-04-16,LC PIZZA,FA0022224,LITTLE CAESARS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,38050 E 47TH ST # H,PALMDALE,93552,97,A,"38050 E 47TH ST # H, PALMDALE, CA 93552"
2018-07-25,GARCIA ELVIRA,FA0008244,CHA CHA CHICKEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16912 PARTHENIA ST,NORTH HILLS,91343,95,A,"16912 PARTHENIA ST, NORTH HILLS, CA 91343"
2017-01-12,"ALPERT, HOWARD J",FA0059873,CIRCLE BAR,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,2926 MAIN ST,SANTA MONICA,90405,91,A,"2926 MAIN ST, SANTA MONICA, CA 90405"
2018-09-18,"LEE, JASON KEIMI",FA0039841,MON RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,19463 VENTURA BLVD,TARZANA,91356,96,A,"19463 VENTURA BLVD, TARZANA, CA 91356"
2016-10-04,"GRIFFIN, JOSIAH",FA0044747,PURE PLEASURE LOUNGE,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,1520 W MANCHESTER AVE,LOS ANGELES,90047,98,A,"1520 W MANCHESTER AVE, LOS ANGELES, CA 90047"
2018-07-16,"QUEZADA, EFRAIN",FA0023685,MARIA'S RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2215 S PACIFIC AVE STE D,SAN PEDRO,90731,92,A,"2215 S PACIFIC AVE STE D, SAN PEDRO, CA 90731"
2018-07-26,BIG HUG COFFEE & ROASTERS,FA0171941,LAB COFFEE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,429 N WESTERN AVE # 5,LOS ANGELES,90004-2600,96,A,"429 N WESTERN AVE # 5, LOS ANGELES, CA 90004-2600"
2018-06-01,"MARTINEZ, CAROLINA",FA0012819,CANDILESAS RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7505 SAN FERNANDO RD,BURBANK,91501,92,A,"7505 SAN FERNANDO RD, BURBANK, CA 91501"
2018-08-02,ELIDA CARRANZA SANDOVAL,FA0166802,CHAPINLANDIA MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4328 TWEEDY BLVD,SOUTH GATE,90280,94,A,"4328 TWEEDY BLVD, SOUTH GATE, CA 90280"
2018-09-10,KAI RAMEN DINING INC.,FA0252756,KAI RAMEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,349 N LA CIENEGA BLVD,LOS ANGELES,90048,94,A,"349 N LA CIENEGA BLVD, LOS ANGELES, CA 90048"
2018-08-14,"CAMPOS, SALVADOR LOZANO",FA0066397,MARIA'S GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13232 1/2 WOODRUFF AVE,DOWNEY,90242,93,A,"13232 1/2 WOODRUFF AVE, DOWNEY, CA 90242"
2018-07-26,"CAFE CHAPIN BAKERY & REST,IN",FA0011790,CAFE CHAPIN BAKERY & REST,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16445 VANOWEN ST,VAN NUYS,91406,96,A,"16445 VANOWEN ST, VAN NUYS, CA 91406"
2018-07-12,"AL LAYALI, LLC.",FA0137546,AL LAYALI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,980 N LA CIENEGA BLVD,LOS ANGELES,90069,93,A,"980 N LA CIENEGA BLVD, LOS ANGELES, CA 90069"
2018-09-25,"FRESH POTATO FACTORY, INC.",FA0137074,FRESH POTATO FACTORY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9420 RESEDA BLVD #6,NORTHRIDGE,91324,96,A,"9420 RESEDA BLVD #6, NORTHRIDGE, CA 91324"
2017-12-19,MYUNG HEE KIM,FA0164336,LATINA,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,3125 W 8TH ST,LOS ANGELES,90005,81,B,"3125 W 8TH ST, LOS ANGELES, CA 90005"
2018-08-16,"GHADANIAN, RAFFY",FA0019808,KEBAB HALEBI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,15333 SHERMAN WAY STE #BB,VAN NUYS,91406,90,A,"15333 SHERMAN WAY STE #BB, VAN NUYS, CA 91406"
2018-08-15,"PARTIDA, ROSALIO R",FA0034464,LA HACIENDA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5009 ABBOTT RD,LYNWOOD,90262,97,A,"5009 ABBOTT RD, LYNWOOD, CA 90262"
